module	annotation_available	top_category	top_subcategory	top_pathway	top_pathway_id	top_fdr	top_significant	priority_theme	priority_category	priority_subcategory	priority_pathway	priority_pathway_id	priority_fdr	priority_significant	priority_is_top	displayed_selection	displayed_category	displayed_subcategory	displayed_pathway	displayed_pathway_id	displayed_fdr	subtitle_text
1075	True	Genetic Information Processing	Transcription	Basal transcription factors	hsa03022	0.412149929672479	False							False	False	overall_lowest_fdr	Genetic Information Processing	Transcription	Basal transcription factors	hsa03022	0.412149929672479	KEGG enrichment: Genetic Information Processing / Transcription / Basal transcription factors | FDR=0.412
1077	True	Genetic Information Processing	Replication and repair	Nucleotide excision repair	hsa03420	0.0843295330118833	False							False	False	overall_lowest_fdr	Genetic Information Processing	Replication and repair	Nucleotide excision repair	hsa03420	0.0843295330118833	KEGG enrichment: Genetic Information Processing / Replication and repair / Nucleotide excision repair | FDR=0.084
1078	True	Metabolism	Global and overview maps	Metabolic pathways	hsa01100	0.963475070387772	False							False	False	overall_lowest_fdr	Metabolism	Global and overview maps	Metabolic pathways	hsa01100	0.963475070387772	KEGG enrichment: Metabolism / Global and overview maps / Metabolic pathways | FDR=0.963
1085	True	Genetic Information Processing	Folding, sorting and degradation	Proteasome	hsa03050	5.82353068296901e-08	True	Alzheimer disease	Human Diseases	Neurodegenerative disease	Alzheimer disease	hsa05010	0.0368100440409968	True	False	priority_significant_lowest_fdr	Human Diseases	Neurodegenerative disease	Alzheimer disease	hsa05010	0.0368100440409968	KEGG enrichment: Human Diseases / Neurodegenerative disease / Alzheimer disease | FDR=0.037
1086	False						False							False	False	unavailable						KEGG enrichment: not available
1088	True	Metabolism	Glycan biosynthesis and metabolism	N-Glycan biosynthesis	hsa00510	0.0431804282257812	True	metabolism	Metabolism	Glycan biosynthesis and metabolism	N-Glycan biosynthesis	hsa00510	0.0431804282257812	True	True	priority_significant_lowest_fdr	Metabolism	Glycan biosynthesis and metabolism	N-Glycan biosynthesis	hsa00510	0.0431804282257812	KEGG enrichment: Metabolism / Glycan biosynthesis and metabolism / N-Glycan biosynthesis | FDR=0.043
1091	True	Genetic Information Processing	Folding, sorting and degradation	Proteasome	hsa03050	4.988029931214771e-09	True	Alzheimer disease	Human Diseases	Neurodegenerative disease	Alzheimer disease	hsa05010	0.0010466450898458	True	False	priority_significant_lowest_fdr	Human Diseases	Neurodegenerative disease	Alzheimer disease	hsa05010	0.0010466450898458	KEGG enrichment: Human Diseases / Neurodegenerative disease / Alzheimer disease | FDR=0.001
1095	True	Genetic Information Processing	Translation	Ribosome biogenesis in eukaryotes	hsa03008	0.0020179754174462	True							False	False	overall_lowest_fdr	Genetic Information Processing	Translation	Ribosome biogenesis in eukaryotes	hsa03008	0.0020179754174462	KEGG enrichment: Genetic Information Processing / Translation / Ribosome biogenesis in eukaryotes | FDR=0.002
1096	False						False							False	False	unavailable						KEGG enrichment: not available
1097	True	Genetic Information Processing	Folding, sorting and degradation	Proteasome	hsa03050	2.5118921495703102e-09	True	infection	Human Diseases	Infectious disease: viral	Epstein-Barr virus infection	hsa05169	2.79031366443311e-05	True	False	priority_significant_lowest_fdr	Human Diseases	Infectious disease: viral	Epstein-Barr virus infection	hsa05169	2.79031366443311e-05	KEGG enrichment: Human Diseases / Infectious disease: viral / Epstein-Barr virus infection | FDR=2.79e-05
1106	True	Genetic Information Processing	Translation	Ribosome biogenesis in eukaryotes	hsa03008	0.0039424051159257	True							False	False	overall_lowest_fdr	Genetic Information Processing	Translation	Ribosome biogenesis in eukaryotes	hsa03008	0.0039424051159257	KEGG enrichment: Genetic Information Processing / Translation / Ribosome biogenesis in eukaryotes | FDR=0.004
1110	True	Genetic Information Processing	Folding, sorting and degradation	Proteasome	hsa03050	6.158274815235629e-12	True	Alzheimer disease	Human Diseases	Neurodegenerative disease	Alzheimer disease	hsa05010	0.0083782549721872	True	False	priority_significant_lowest_fdr	Human Diseases	Neurodegenerative disease	Alzheimer disease	hsa05010	0.0083782549721872	KEGG enrichment: Human Diseases / Neurodegenerative disease / Alzheimer disease | FDR=0.008
1112	True	Genetic Information Processing	Folding, sorting and degradation	Proteasome	hsa03050	2.87323999263022e-05	True	Alzheimer disease	Human Diseases	Neurodegenerative disease	Alzheimer disease	hsa05010	0.0033400776555036	True	False	priority_significant_lowest_fdr	Human Diseases	Neurodegenerative disease	Alzheimer disease	hsa05010	0.0033400776555036	KEGG enrichment: Human Diseases / Neurodegenerative disease / Alzheimer disease | FDR=0.003
1115	True	Cellular Processes	Cell motility	Motor proteins	hsa04814	0.126366612599942	False							False	False	overall_lowest_fdr	Cellular Processes	Cell motility	Motor proteins	hsa04814	0.126366612599942	KEGG enrichment: Cellular Processes / Cell motility / Motor proteins | FDR=0.126
1116	True	Metabolism	Glycan biosynthesis and metabolism	Other glycan degradation	hsa00511	0.244153244539981	False							False	False	overall_lowest_fdr	Metabolism	Glycan biosynthesis and metabolism	Other glycan degradation	hsa00511	0.244153244539981	KEGG enrichment: Metabolism / Glycan biosynthesis and metabolism / Other glycan degradation | FDR=0.244
1117	True	Environmental Information Processing	Signaling molecules and interaction	Integrin signaling	hsa04518	0.0020617058921826	True							False	False	overall_lowest_fdr	Environmental Information Processing	Signaling molecules and interaction	Integrin signaling	hsa04518	0.0020617058921826	KEGG enrichment: Environmental Information Processing / Signaling molecules and interaction / Integrin signaling | FDR=0.002
1120	True	Genetic Information Processing	Translation	Ribosome biogenesis in eukaryotes	hsa03008	0.077091380795347	False							False	False	overall_lowest_fdr	Genetic Information Processing	Translation	Ribosome biogenesis in eukaryotes	hsa03008	0.077091380795347	KEGG enrichment: Genetic Information Processing / Translation / Ribosome biogenesis in eukaryotes | FDR=0.077
1127	True	Human Diseases	Infectious disease: bacterial	Vibrio cholerae infection	hsa05110	0.0033895708797401	True	infection	Human Diseases	Infectious disease: bacterial	Vibrio cholerae infection	hsa05110	0.0033895708797401	True	True	priority_significant_lowest_fdr	Human Diseases	Infectious disease: bacterial	Vibrio cholerae infection	hsa05110	0.0033895708797401	KEGG enrichment: Human Diseases / Infectious disease: bacterial / Vibrio cholerae infection | FDR=0.003
1128	True	Metabolism	Global and overview maps	Biosynthesis of cofactors	hsa01240	0.0045863832932978	True	metabolism	Metabolism	Global and overview maps	Biosynthesis of cofactors	hsa01240	0.0045863832932978	True	True	priority_significant_lowest_fdr	Metabolism	Global and overview maps	Biosynthesis of cofactors	hsa01240	0.0045863832932978	KEGG enrichment: Metabolism / Global and overview maps / Biosynthesis of cofactors | FDR=0.005
1129	False						False							False	False	unavailable						KEGG enrichment: not available
1130	True	Organismal Systems	Nervous system	Synaptic vesicle cycle	hsa04721	1.06380632465026e-10	True	infection	Human Diseases	Infectious disease: bacterial	Vibrio cholerae infection	hsa05110	4.47665261985287e-09	True	False	priority_significant_lowest_fdr	Human Diseases	Infectious disease: bacterial	Vibrio cholerae infection	hsa05110	4.47665261985287e-09	KEGG enrichment: Human Diseases / Infectious disease: bacterial / Vibrio cholerae infection | FDR=4.48e-09
1131	True	Human Diseases	Substance dependence	Nicotine addiction	hsa05033	0.0111046318780697	True							False	False	overall_lowest_fdr	Human Diseases	Substance dependence	Nicotine addiction	hsa05033	0.0111046318780697	KEGG enrichment: Human Diseases / Substance dependence / Nicotine addiction | FDR=0.011
1133	True	Organismal Systems	Endocrine system	Insulin signaling pathway	hsa04910	0.145827684486354	False							False	False	overall_lowest_fdr	Organismal Systems	Endocrine system	Insulin signaling pathway	hsa04910	0.145827684486354	KEGG enrichment: Organismal Systems / Endocrine system / Insulin signaling pathway | FDR=0.146
1135	True	Environmental Information Processing	Signaling molecules and interaction	Neuroactive ligand-receptor interaction	hsa04080	0.0204026464715666	True							False	False	overall_lowest_fdr	Environmental Information Processing	Signaling molecules and interaction	Neuroactive ligand-receptor interaction	hsa04080	0.0204026464715666	KEGG enrichment: Environmental Information Processing / Signaling molecules and interaction / Neuroactive ligand-receptor interaction | FDR=0.020
1138	True	Organismal Systems	Circulatory system	Cardiac muscle contraction	hsa04260	0.0003084256449721	True	metabolism	Metabolism	Energy metabolism	Oxidative phosphorylation	hsa00190	0.0381102041943727	True	False	priority_significant_lowest_fdr	Metabolism	Energy metabolism	Oxidative phosphorylation	hsa00190	0.0381102041943727	KEGG enrichment: Metabolism / Energy metabolism / Oxidative phosphorylation | FDR=0.038
1139	True	Environmental Information Processing	Signal transduction	Notch signaling pathway	hsa04330	0.008114350707748	True							False	False	overall_lowest_fdr	Environmental Information Processing	Signal transduction	Notch signaling pathway	hsa04330	0.008114350707748	KEGG enrichment: Environmental Information Processing / Signal transduction / Notch signaling pathway | FDR=0.008
1142	True	Cellular Processes	Cell motility	Motor proteins	hsa04814	0.347919750266174	False							False	False	overall_lowest_fdr	Cellular Processes	Cell motility	Motor proteins	hsa04814	0.347919750266174	KEGG enrichment: Cellular Processes / Cell motility / Motor proteins | FDR=0.348
1143	True	Organismal Systems	Environmental adaptation	Thermogenesis	hsa04714	0.0070868957759493	True	metabolism	Metabolism	Energy metabolism	Oxidative phosphorylation	hsa00190	0.0162055676107235	True	False	priority_significant_lowest_fdr	Metabolism	Energy metabolism	Oxidative phosphorylation	hsa00190	0.0162055676107235	KEGG enrichment: Metabolism / Energy metabolism / Oxidative phosphorylation | FDR=0.016
1145	True	Genetic Information Processing	Chromosome	ATP-dependent chromatin remodeling	hsa03082	0.0117828196235753	True							False	False	overall_lowest_fdr	Genetic Information Processing	Chromosome	ATP-dependent chromatin remodeling	hsa03082	0.0117828196235753	KEGG enrichment: Genetic Information Processing / Chromosome / ATP-dependent chromatin remodeling | FDR=0.012
1147	True	Metabolism	Energy metabolism	Oxidative phosphorylation	hsa00190	1.15037791653357e-50	True	metabolism	Metabolism	Energy metabolism	Oxidative phosphorylation	hsa00190	1.15037791653357e-50	True	True	priority_significant_lowest_fdr	Metabolism	Energy metabolism	Oxidative phosphorylation	hsa00190	1.15037791653357e-50	KEGG enrichment: Metabolism / Energy metabolism / Oxidative phosphorylation | FDR=1.15e-50
1148	True	Metabolism	Energy metabolism	Oxidative phosphorylation	hsa00190	0.0005369658971034	True	metabolism	Metabolism	Energy metabolism	Oxidative phosphorylation	hsa00190	0.0005369658971034	True	True	priority_significant_lowest_fdr	Metabolism	Energy metabolism	Oxidative phosphorylation	hsa00190	0.0005369658971034	KEGG enrichment: Metabolism / Energy metabolism / Oxidative phosphorylation | FDR=5.37e-04
1150	True	Metabolism	Energy metabolism	Oxidative phosphorylation	hsa00190	0.0483737687276122	True	metabolism	Metabolism	Energy metabolism	Oxidative phosphorylation	hsa00190	0.0483737687276122	True	True	priority_significant_lowest_fdr	Metabolism	Energy metabolism	Oxidative phosphorylation	hsa00190	0.0483737687276122	KEGG enrichment: Metabolism / Energy metabolism / Oxidative phosphorylation | FDR=0.048
