module_definition	module	component	component_class	n_features	n_edges	mdc	log2_mdc	direction	p_loss_sample	p_loss_gene	q_loss_sample	q_loss_gene	q_loss_max	p_gain_sample	p_gain_gene	q_gain_sample	q_gain_gene	q_gain_max	directional_p_sample	directional_p_gene	directional_fdr	significant_fdr_05	significant_fdr_10	component_label
control_derived	11	CT_AC__PCGBA23	CT	465	20608	0.666400950394896	-0.585537636667356	Higher in Control	1.0	1.0	1.0	1.0	1.0	0.0049751243781094	0.0049751243781094	0.0053555750658472	0.0061516740621218	0.0061516740621218	0.0049751243781094	0.0049751243781094	0.0061516740621218	True	True	CT: AC - PCG
control_derived	11	CT_DLPFC__PCGBA23	CT	465	2296	0.922380478697054	-0.11656611483889	Higher in Control	0.736318407960199	0.995024875621891	1.0	1.0	1.0	0.26865671641791	0.0099502487562189	0.354940625340451	0.014407960199005	0.354940625340451	0.26865671641791	0.0099502487562189	0.354940625340451	False	False	CT: DLPFC - PCG
control_derived	18	TS_AC	TS	177	253	0.670510542903742	-0.576668078081454	Higher in Control	0.990049751243781	0.990049751243781	1.0	1.0	1.0	0.0149253731343284	0.0149253731343284	0.0292087947359974	0.0352781546811398	0.0352781546811398	0.0149253731343284	0.0149253731343284	0.0352781546811398	True	True	TS: AC
control_derived	18	TS_DLPFC	TS	177	4656	0.829243806410728	-0.270131763266163	Higher in Control	0.0049751243781094	1.0	0.008401389280015	1.0	1.0	1.0	0.0049751243781094	1.0	0.0117177271537052	1.0	1.0	0.0049751243781094	1.0	False	False	TS: DLPFC
control_derived	18	TS_PCGBA23	TS	177	1596	0.767023630507039	-0.382657069844727	Higher in Control	1.0	1.0	1.0	1.0	1.0	0.0049751243781094	0.0049751243781094	0.0078241272271123	0.0130774697938877	0.0130774697938877	0.0049751243781094	0.0049751243781094	0.0130774697938877	True	True	TS: PCG
control_derived	18	CT_AC__DLPFC	CT	177	2231	0.644831641556249	-0.633005556982589	Higher in Control	1.0	1.0	1.0	1.0	1.0	0.0049751243781094	0.0049751243781094	0.0061258334179442	0.0064321250888415	0.0064321250888415	0.0049751243781094	0.0049751243781094	0.0064321250888415	True	True	CT: AC - DLPFC
control_derived	18	CT_AC__PCGBA23	CT	177	1311	0.784935110028373	-0.349354702424196	Higher in Control	1.0	0.950248756218905	1.0	1.0	1.0	0.0049751243781094	0.054726368159204	0.0053555750658472	0.0622045054231946	0.0622045054231946	0.0049751243781094	0.054726368159204	0.0622045054231946	False	True	CT: AC - PCG
control_derived	18	CT_DLPFC__PCGBA23	CT	177	5529	0.867498648513868	-0.205066584785927	Higher in Control	1.0	1.0	1.0	1.0	1.0	0.0049751243781094	0.0049751243781094	0.0078304131516331	0.0075041459369817	0.0078304131516331	0.0049751243781094	0.0049751243781094	0.0078304131516331	True	True	CT: DLPFC - PCG
control_derived	21	TS_AC	TS	296	780	0.546226522296114	-0.872428728319666	Higher in Control	1.0	1.0	1.0	1.0	1.0	0.0049751243781094	0.0049751243781094	0.0109093088773002	0.0146043973679987	0.0146043973679987	0.0049751243781094	0.0049751243781094	0.0146043973679987	True	True	TS: AC
control_derived	21	TS_DLPFC	TS	296	9316	1.13490706523898	0.18257416358818	Higher in AD	0.0049751243781094	0.213930348258706	0.008401389280015	1.0	1.0	1.0	0.791044776119403	1.0	0.901891814811294	1.0	0.0049751243781094	0.213930348258706	1.0	False	False	TS: DLPFC
control_derived	21	TS_PCGBA23	TS	296	7021	0.941313650358512	-0.0872525787130367	Higher in Control	1.0	0.975124378109453	1.0	1.0	1.0	0.0049751243781094	0.0298507462686567	0.0078241272271123	0.0603575528948663	0.0603575528948663	0.0049751243781094	0.0298507462686567	0.0603575528948663	False	True	TS: PCG
control_derived	21	CT_AC__DLPFC	CT	296	5480	0.624370657540169	-0.679525355803407	Higher in Control	1.0	1.0	1.0	1.0	1.0	0.0049751243781094	0.0049751243781094	0.0061258334179442	0.0064321250888415	0.0064321250888415	0.0049751243781094	0.0049751243781094	0.0064321250888415	True	True	CT: AC - DLPFC
control_derived	21	CT_AC__PCGBA23	CT	296	4760	0.613210687479673	-0.705545253338229	Higher in Control	1.0	1.0	1.0	1.0	1.0	0.0049751243781094	0.0049751243781094	0.0053555750658472	0.0061516740621218	0.0061516740621218	0.0049751243781094	0.0049751243781094	0.0061516740621218	True	True	CT: AC - PCG
control_derived	21	CT_DLPFC__PCGBA23	CT	296	16303	1.22169707621445	0.288886608544702	Higher in AD	0.0049751243781094	0.0447761194029851	0.0643212508884151	1.0	1.0	1.0	0.960199004975124	1.0	0.987477385798281	1.0	0.0049751243781094	0.0447761194029851	1.0	False	False	CT: DLPFC - PCG
control_derived	28	TS_AC	TS	543	22578	0.688631314452589	-0.538196308144127	Higher in Control	1.0	1.0	1.0	1.0	1.0	0.0049751243781094	0.0049751243781094	0.0109093088773002	0.0146043973679987	0.0146043973679987	0.0049751243781094	0.0049751243781094	0.0146043973679987	True	True	TS: AC
control_derived	28	TS_DLPFC	TS	543	12246	0.900324086419035	-0.151483678215161	Higher in Control	0.0049751243781094	1.0	0.008401389280015	1.0	1.0	1.0	0.0049751243781094	1.0	0.0117177271537052	1.0	1.0	0.0049751243781094	1.0	False	False	TS: DLPFC
control_derived	28	TS_PCGBA23	TS	543	14878	0.903654217547652	-0.146157262579813	Higher in Control	1.0	1.0	1.0	1.0	1.0	0.0049751243781094	0.0049751243781094	0.0078241272271123	0.0130774697938877	0.0130774697938877	0.0049751243781094	0.0049751243781094	0.0130774697938877	True	True	TS: PCG
control_derived	28	CT_AC__DLPFC	CT	543	33441	0.683189537791201	-0.549642212862686	Higher in Control	1.0	1.0	1.0	1.0	1.0	0.0049751243781094	0.0049751243781094	0.0061258334179442	0.0064321250888415	0.0064321250888415	0.0049751243781094	0.0049751243781094	0.0064321250888415	True	True	CT: AC - DLPFC
control_derived	28	CT_AC__PCGBA23	CT	543	36849	0.659335608992344	-0.600915095236413	Higher in Control	1.0	1.0	1.0	1.0	1.0	0.0049751243781094	0.0049751243781094	0.0053555750658472	0.0061516740621218	0.0061516740621218	0.0049751243781094	0.0049751243781094	0.0061516740621218	True	True	CT: AC - PCG
control_derived	28	CT_DLPFC__PCGBA23	CT	543	27161	0.875375933880118	-0.192025373406484	Higher in Control	1.0	1.0	1.0	1.0	1.0	0.0049751243781094	0.0049751243781094	0.0078304131516331	0.0075041459369817	0.0078304131516331	0.0049751243781094	0.0049751243781094	0.0078304131516331	True	True	CT: DLPFC - PCG
control_derived	31	TS_AC	TS	614	22578	0.287600830299814	-1.79786025406254	Higher in Control	1.0	1.0	1.0	1.0	1.0	0.0049751243781094	0.0049751243781094	0.0109093088773002	0.0146043973679987	0.0146043973679987	0.0049751243781094	0.0049751243781094	0.0146043973679987	True	True	TS: AC
