cluster_id	cluster_size_expanded	term	p	overlap_k	term_size_expanded	term_size_original	universe_expanded	n_tissues	overlap_AC	overlap_DLPFC	overlap_PCGBA23	overlap_genes	fdr	significant	neglog10_p	neglog10_fdr	pathway_id	pathway_num	pathway_name	category_level1	category_level2
112	198	KEGG_hsa03010	1.9135976173679931e-57	51	498	166	51873	3	1	35	15	ENSG00000063177(DLPFC),ENSG00000063177(PCGBA23),ENSG00000083845(DLPFC),ENSG00000100316(PCGBA23),ENSG00000108298(DLPFC),ENSG00000110700(DLPFC),ENSG00000110700(PCGBA23),ENSG00000111639(PCGBA23),ENSG00000114391(DLPFC),ENSG00000114391(PCGBA23),ENSG00000116251(DLPFC),ENSG00000116251(PCGBA23),ENSG00000118181(DLPFC),ENSG00000118181(PCGBA23),ENSG00000124614(DLPFC),ENSG00000130255(DLPFC),ENSG00000131469(DLPFC),ENSG00000134419(DLPFC),ENSG00000136942(DLPFC),ENSG00000136942(PCGBA23),ENSG00000138326(DLPFC),ENSG00000138326(PCGBA23),ENSG00000142534(DLPFC),ENSG00000142541(DLPFC),ENSG00000142676(DLPFC),ENSG00000142937(DLPFC),ENSG00000144713(DLPFC),ENSG00000147403(DLPFC),ENSG00000148303(DLPFC),ENSG00000149806(DLPFC),ENSG00000149806(PCGBA23),ENSG00000156482(DLPFC),ENSG00000156482(PCGBA23),ENSG00000161016(DLPFC),ENSG00000164587(DLPFC),ENSG00000164587(PCGBA23),ENSG00000166441(DLPFC),ENSG00000167526(DLPFC),ENSG00000171858(DLPFC),ENSG00000177600(DLPFC),ENSG00000177954(DLPFC),ENSG00000177954(PCGBA23),ENSG00000182899(DLPFC),ENSG00000197958(DLPFC),ENSG00000198242(DLPFC),ENSG00000198242(PCGBA23),ENSG00000198755(DLPFC),ENSG00000198755(PCGBA23),ENSG00000204316(AC),ENSG00000213741(DLPFC),ENSG00000229117(DLPFC)	3.253115949525589e-56	True	56.71814937843404	55.487700457055766	hsa03010	3010	Ribosome - Homo sapiens (human)	Genetic Information Processing	Translation
112	198	KEGG_hsa05171	2.6692431313194468e-56	52	561	187	51873	3	1	36	15	ENSG00000063177(DLPFC),ENSG00000063177(PCGBA23),ENSG00000083845(DLPFC),ENSG00000100316(PCGBA23),ENSG00000108298(DLPFC),ENSG00000110700(DLPFC),ENSG00000110700(PCGBA23),ENSG00000114391(DLPFC),ENSG00000114391(PCGBA23),ENSG00000116251(DLPFC),ENSG00000116251(PCGBA23),ENSG00000118181(DLPFC),ENSG00000118181(PCGBA23),ENSG00000124614(DLPFC),ENSG00000130255(DLPFC),ENSG00000131469(DLPFC),ENSG00000134419(DLPFC),ENSG00000136942(DLPFC),ENSG00000136942(PCGBA23),ENSG00000138326(DLPFC),ENSG00000138326(PCGBA23),ENSG00000142534(DLPFC),ENSG00000142541(DLPFC),ENSG00000142676(DLPFC),ENSG00000142937(DLPFC),ENSG00000144713(DLPFC),ENSG00000147403(DLPFC),ENSG00000148303(DLPFC),ENSG00000149806(DLPFC),ENSG00000149806(PCGBA23),ENSG00000156482(DLPFC),ENSG00000156482(PCGBA23),ENSG00000161016(DLPFC),ENSG00000162711(AC),ENSG00000164342(DLPFC),ENSG00000164342(PCGBA23),ENSG00000164587(DLPFC),ENSG00000164587(PCGBA23),ENSG00000166441(DLPFC),ENSG00000167526(DLPFC),ENSG00000171858(DLPFC),ENSG00000177600(DLPFC),ENSG00000177954(DLPFC),ENSG00000177954(PCGBA23),ENSG00000182899(DLPFC),ENSG00000197958(DLPFC),ENSG00000198242(DLPFC),ENSG00000198242(PCGBA23),ENSG00000198755(DLPFC),ENSG00000198755(PCGBA23),ENSG00000213741(DLPFC),ENSG00000229117(DLPFC)	2.268856661621529e-55	True	55.57361186615954	54.64419294044525	hsa05171	5171	Coronavirus disease - COVID-19 - Homo sapiens (human)	Human Diseases	Infectious disease: viral
489	72	KEGG_hsa03010	1.8050712011108342e-55	37	498	166	51873	3	15	1	21	ENSG00000063177(AC),ENSG00000083845(PCGBA23),ENSG00000089009(PCGBA23),ENSG00000105372(PCGBA23),ENSG00000108107(AC),ENSG00000115268(PCGBA23),ENSG00000122026(PCGBA23),ENSG00000122406(PCGBA23),ENSG00000124614(AC),ENSG00000124614(PCGBA23),ENSG00000130255(AC),ENSG00000134419(AC),ENSG00000134419(PCGBA23),ENSG00000136942(AC),ENSG00000142541(PCGBA23),ENSG00000142937(AC),ENSG00000145425(PCGBA23),ENSG00000147604(PCGBA23),ENSG00000148303(PCGBA23),ENSG00000149273(PCGBA23),ENSG00000161016(AC),ENSG00000161016(PCGBA23),ENSG00000162244(AC),ENSG00000162244(PCGBA23),ENSG00000167526(AC),ENSG00000171863(AC),ENSG00000171863(PCGBA23),ENSG00000172809(AC),ENSG00000182774(AC),ENSG00000185088(DLPFC),ENSG00000186468(PCGBA23),ENSG00000198034(AC),ENSG00000198034(PCGBA23),ENSG00000204822(AC),ENSG00000213741(PCGBA23),ENSG00000221983(PCGBA23),ENSG00000265681(PCGBA23)	1.2635498407775839e-54	True	54.74350566265601	53.89840762264176	hsa03010	3010	Ribosome - Homo sapiens (human)	Genetic Information Processing	Translation
489	72	KEGG_hsa05171	1.6702351820710618e-51	36	561	187	51873	3	14	1	21	ENSG00000063177(AC),ENSG00000083845(PCGBA23),ENSG00000089009(PCGBA23),ENSG00000105372(PCGBA23),ENSG00000108107(AC),ENSG00000115268(PCGBA23),ENSG00000122026(PCGBA23),ENSG00000122406(PCGBA23),ENSG00000124614(AC),ENSG00000124614(PCGBA23),ENSG00000130255(AC),ENSG00000134419(AC),ENSG00000134419(PCGBA23),ENSG00000136942(AC),ENSG00000142541(PCGBA23),ENSG00000142937(AC),ENSG00000145425(PCGBA23),ENSG00000147604(PCGBA23),ENSG00000148303(PCGBA23),ENSG00000149273(PCGBA23),ENSG00000161016(AC),ENSG00000161016(PCGBA23),ENSG00000162244(AC),ENSG00000162244(PCGBA23),ENSG00000167526(AC),ENSG00000171863(AC),ENSG00000171863(PCGBA23),ENSG00000172809(AC),ENSG00000182774(AC),ENSG00000185088(DLPFC),ENSG00000186468(PCGBA23),ENSG00000198034(AC),ENSG00000198034(PCGBA23),ENSG00000213741(PCGBA23),ENSG00000221983(PCGBA23),ENSG00000265681(PCGBA23)	5.845823137248717e-51	True	50.77722237251443	50.23315432816416	hsa05171	5171	Coronavirus disease - COVID-19 - Homo sapiens (human)	Human Diseases	Infectious disease: viral
1147	73	KEGG_hsa00190	6.390988425186517e-52	33	360	120	51873	3	11	7	15	ENSG00000004779(AC),ENSG00000010256(AC),ENSG00000110955(AC),ENSG00000111775(DLPFC),ENSG00000112695(DLPFC),ENSG00000112695(PCGBA23),ENSG00000117118(DLPFC),ENSG00000117118(PCGBA23),ENSG00000127540(DLPFC),ENSG00000131143(DLPFC),ENSG00000131143(PCGBA23),ENSG00000131174(AC),ENSG00000138777(DLPFC),ENSG00000138777(PCGBA23),ENSG00000140740(AC),ENSG00000140740(PCGBA23),ENSG00000147684(PCGBA23),ENSG00000152234(AC),ENSG00000154518(AC),ENSG00000154518(PCGBA23),ENSG00000154723(PCGBA23),ENSG00000161281(PCGBA23),ENSG00000164405(AC),ENSG00000164405(DLPFC),ENSG00000165264(PCGBA23),ENSG00000165629(PCGBA23),ENSG00000167283(PCGBA23),ENSG00000167863(AC),ENSG00000170906(PCGBA23),ENSG00000174886(PCGBA23),ENSG00000178127(AC),ENSG00000178741(AC),ENSG00000241837(PCGBA23)	1.150377916533573e-50	True	51.19443196900788	49.93915946390457	hsa00190	190	Oxidative phosphorylation - Homo sapiens (human)	Metabolism	Energy metabolism
10	424	KEGG_hsa05150	1.7147709593680647e-46	37	129	43	51873	3	0	17	20	ENSG00000005844(DLPFC),ENSG00000005844(PCGBA23),ENSG00000111057(DLPFC),ENSG00000125730(DLPFC),ENSG00000125730(PCGBA23),ENSG00000143226(PCGBA23),ENSG00000159189(PCGBA23),ENSG00000160255(DLPFC),ENSG00000160255(PCGBA23),ENSG00000166278(PCGBA23),ENSG00000169403(DLPFC),ENSG00000169403(PCGBA23),ENSG00000169896(DLPFC),ENSG00000169896(PCGBA23),ENSG00000171860(DLPFC),ENSG00000171860(PCGBA23),ENSG00000173369(PCGBA23),ENSG00000173372(PCGBA23),ENSG00000187474(DLPFC),ENSG00000187474(PCGBA23),ENSG00000196126(DLPFC),ENSG00000196126(PCGBA23),ENSG00000196735(DLPFC),ENSG00000198502(DLPFC),ENSG00000203747(PCGBA23),ENSG00000204252(DLPFC),ENSG00000204252(PCGBA23),ENSG00000204257(DLPFC),ENSG00000204257(PCGBA23),ENSG00000204287(DLPFC),ENSG00000204287(PCGBA23),ENSG00000223865(DLPFC),ENSG00000223865(PCGBA23),ENSG00000231389(DLPFC),ENSG00000231389(PCGBA23),ENSG00000242574(DLPFC),ENSG00000242574(PCGBA23)	2.91511063092571e-44	True	45.76579388012584	43.53534495874756	hsa05150	5150	Staphylococcus aureus infection - Homo sapiens (human)	Human Diseases	Infectious disease: bacterial
1147	73	KEGG_hsa05415	8.936568551672294e-42	31	555	185	51873	3	11	6	14	ENSG00000004779(AC),ENSG00000010256(AC),ENSG00000110955(AC),ENSG00000111775(DLPFC),ENSG00000112695(DLPFC),ENSG00000112695(PCGBA23),ENSG00000117118(DLPFC),ENSG00000117118(PCGBA23),ENSG00000127540(DLPFC),ENSG00000131143(DLPFC),ENSG00000131143(PCGBA23),ENSG00000131174(AC),ENSG00000140740(AC),ENSG00000140740(PCGBA23),ENSG00000147684(PCGBA23),ENSG00000152234(AC),ENSG00000154518(AC),ENSG00000154518(PCGBA23),ENSG00000154723(PCGBA23),ENSG00000161281(PCGBA23),ENSG00000164405(AC),ENSG00000164405(DLPFC),ENSG00000165264(PCGBA23),ENSG00000165629(PCGBA23),ENSG00000167863(AC),ENSG00000168291(PCGBA23),ENSG00000170906(PCGBA23),ENSG00000174886(PCGBA23),ENSG00000178127(AC),ENSG00000178741(AC),ENSG00000241837(PCGBA23)	8.042911696505063e-41	True	41.04882920884956	40.09458669941024	hsa05415	5415	Diabetic cardiomyopathy - Homo sapiens (human)	Human Diseases	Cardiovascular disease
1147	73	KEGG_hsa04714	1.8105515256907743e-41	32	648	216	51873	3	11	7	14	ENSG00000004779(AC),ENSG00000010256(AC),ENSG00000110955(AC),ENSG00000111775(DLPFC),ENSG00000112695(DLPFC),ENSG00000112695(PCGBA23),ENSG00000117118(DLPFC),ENSG00000117118(PCGBA23),ENSG00000127540(DLPFC),ENSG00000131143(DLPFC),ENSG00000131143(PCGBA23),ENSG00000131174(AC),ENSG00000140740(AC),ENSG00000140740(PCGBA23),ENSG00000147684(PCGBA23),ENSG00000152234(AC),ENSG00000154518(AC),ENSG00000154518(PCGBA23),ENSG00000154723(PCGBA23),ENSG00000161281(PCGBA23),ENSG00000164405(AC),ENSG00000164405(DLPFC),ENSG00000165264(PCGBA23),ENSG00000165629(PCGBA23),ENSG00000167283(PCGBA23),ENSG00000167863(AC),ENSG00000170906(PCGBA23),ENSG00000174886(PCGBA23),ENSG00000178127(AC),ENSG00000178741(AC),ENSG00000224877(DLPFC),ENSG00000241837(PCGBA23)	1.0863309154144647e-40	True	40.74218911127516	39.96403786089152	hsa04714	4714	Thermogenesis - Homo sapiens (human)	Organismal Systems	Environmental adaptation
10	424	KEGG_hsa05152	1.6844215666908105e-42	50	414	138	51873	3	0	24	26	ENSG00000019582(DLPFC),ENSG00000019582(PCGBA23),ENSG00000064012(DLPFC),ENSG00000064012(PCGBA23),ENSG00000087088(DLPFC),ENSG00000087088(PCGBA23),ENSG00000105329(PCGBA23),ENSG00000110324(DLPFC),ENSG00000110324(PCGBA23),ENSG00000117984(DLPFC),ENSG00000125730(DLPFC),ENSG00000125730(PCGBA23),ENSG00000130592(PCGBA23),ENSG00000143226(PCGBA23),ENSG00000150782(DLPFC),ENSG00000158869(PCGBA23),ENSG00000160255(DLPFC),ENSG00000160255(PCGBA23),ENSG00000163131(DLPFC),ENSG00000163131(PCGBA23),ENSG00000165025(DLPFC),ENSG00000165025(PCGBA23),ENSG00000169896(DLPFC),ENSG00000169896(PCGBA23),ENSG00000172243(DLPFC),ENSG00000172243(PCGBA23),ENSG00000174125(PCGBA23),ENSG00000174130(DLPFC),ENSG00000174130(PCGBA23),ENSG00000179583(DLPFC),ENSG00000179583(PCGBA23),ENSG00000187796(DLPFC),ENSG00000187796(PCGBA23),ENSG00000196126(DLPFC),ENSG00000196126(PCGBA23),ENSG00000196735(DLPFC),ENSG00000198502(DLPFC),ENSG00000203747(PCGBA23),ENSG00000204252(DLPFC),ENSG00000204252(PCGBA23),ENSG00000204257(DLPFC),ENSG00000204257(PCGBA23),ENSG00000204287(DLPFC),ENSG00000204287(PCGBA23),ENSG00000223865(DLPFC),ENSG00000223865(PCGBA23),ENSG00000231389(DLPFC),ENSG00000231389(PCGBA23),ENSG00000242574(DLPFC),ENSG00000242574(PCGBA23)	1.431758331687189e-40	True	41.7735492066754	39.8441302809611	hsa05152	5152	Tuberculosis - Homo sapiens (human)	Human Diseases	Infectious disease: bacterial
1147	73	KEGG_hsa05208	1.2062052619551463e-40	31	603	201	51873	3	11	6	14	ENSG00000004779(AC),ENSG00000010256(AC),ENSG00000110955(AC),ENSG00000111775(DLPFC),ENSG00000112695(DLPFC),ENSG00000112695(PCGBA23),ENSG00000117118(DLPFC),ENSG00000117118(PCGBA23),ENSG00000117448(PCGBA23),ENSG00000127540(DLPFC),ENSG00000131143(DLPFC),ENSG00000131143(PCGBA23),ENSG00000131174(AC),ENSG00000140740(AC),ENSG00000140740(PCGBA23),ENSG00000147684(PCGBA23),ENSG00000152234(AC),ENSG00000154518(AC),ENSG00000154518(PCGBA23),ENSG00000154723(PCGBA23),ENSG00000161281(PCGBA23),ENSG00000164405(AC),ENSG00000164405(DLPFC),ENSG00000165264(PCGBA23),ENSG00000165629(PCGBA23),ENSG00000167863(AC),ENSG00000170906(PCGBA23),ENSG00000174886(PCGBA23),ENSG00000178127(AC),ENSG00000178741(AC),ENSG00000241837(PCGBA23)	5.42792367879816e-40	True	39.91857878129277	39.26536626751743	hsa05208	5208	Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)	Human Diseases	Cancer: overview
1147	73	KEGG_hsa05016	6.731782872211986e-38	32	837	279	51873	3	12	6	14	ENSG00000004779(AC),ENSG00000010256(AC),ENSG00000110955(AC),ENSG00000111775(DLPFC),ENSG00000112695(DLPFC),ENSG00000112695(PCGBA23),ENSG00000117118(DLPFC),ENSG00000117118(PCGBA23),ENSG00000127540(DLPFC),ENSG00000131143(DLPFC),ENSG00000131143(PCGBA23),ENSG00000131174(AC),ENSG00000131966(PCGBA23),ENSG00000140740(AC),ENSG00000140740(PCGBA23),ENSG00000147684(PCGBA23),ENSG00000152234(AC),ENSG00000154518(AC),ENSG00000154518(PCGBA23),ENSG00000154723(PCGBA23),ENSG00000161281(PCGBA23),ENSG00000164405(AC),ENSG00000164405(DLPFC),ENSG00000165264(PCGBA23),ENSG00000165629(PCGBA23),ENSG00000167863(AC),ENSG00000170906(PCGBA23),ENSG00000174886(PCGBA23),ENSG00000175203(AC),ENSG00000178127(AC),ENSG00000178741(AC),ENSG00000241837(PCGBA23)	2.4234418339963142e-37	True	37.17186990026023	36.61556739949294	hsa05016	5016	Huntington disease - Homo sapiens (human)	Human Diseases	Neurodegenerative disease
1147	73	KEGG_hsa05012	2.093915703021664e-36	30	726	242	51873	3	11	6	13	ENSG00000004779(AC),ENSG00000010256(AC),ENSG00000110955(AC),ENSG00000111775(DLPFC),ENSG00000112695(DLPFC),ENSG00000112695(PCGBA23),ENSG00000117118(DLPFC),ENSG00000117118(PCGBA23),ENSG00000127540(DLPFC),ENSG00000131143(DLPFC),ENSG00000131143(PCGBA23),ENSG00000131174(AC),ENSG00000140740(AC),ENSG00000140740(PCGBA23),ENSG00000147684(PCGBA23),ENSG00000152234(AC),ENSG00000154518(AC),ENSG00000154518(PCGBA23),ENSG00000154723(PCGBA23),ENSG00000161281(PCGBA23),ENSG00000164405(AC),ENSG00000164405(DLPFC),ENSG00000165264(PCGBA23),ENSG00000165629(PCGBA23),ENSG00000167863(AC),ENSG00000170906(PCGBA23),ENSG00000174886(PCGBA23),ENSG00000178127(AC),ENSG00000178741(AC),ENSG00000241837(PCGBA23)	5.38435466491285e-36	True	35.67904080615739	35.26886634106834	hsa05012	5012	Parkinson disease - Homo sapiens (human)	Human Diseases	Neurodegenerative disease
1147	73	KEGG_hsa05020	2.093915703021664e-36	30	726	242	51873	3	11	6	13	ENSG00000004779(AC),ENSG00000010256(AC),ENSG00000110955(AC),ENSG00000111775(DLPFC),ENSG00000112695(DLPFC),ENSG00000112695(PCGBA23),ENSG00000117118(DLPFC),ENSG00000117118(PCGBA23),ENSG00000127540(DLPFC),ENSG00000131143(DLPFC),ENSG00000131143(PCGBA23),ENSG00000131174(AC),ENSG00000140740(AC),ENSG00000140740(PCGBA23),ENSG00000147684(PCGBA23),ENSG00000152234(AC),ENSG00000154518(AC),ENSG00000154518(PCGBA23),ENSG00000154723(PCGBA23),ENSG00000161281(PCGBA23),ENSG00000164405(AC),ENSG00000164405(DLPFC),ENSG00000165264(PCGBA23),ENSG00000165629(PCGBA23),ENSG00000167863(AC),ENSG00000170906(PCGBA23),ENSG00000174886(PCGBA23),ENSG00000178127(AC),ENSG00000178741(AC),ENSG00000241837(PCGBA23)	5.38435466491285e-36	True	35.67904080615739	35.26886634106834	hsa05020	5020	Prion disease - Homo sapiens (human)	Human Diseases	Neurodegenerative disease
28	541	KEGG_hsa04141	3.9018910054143276e-38	54	489	163	51873	3	23	17	14	ENSG00000044574(DLPFC),ENSG00000044574(PCGBA23),ENSG00000051108(DLPFC),ENSG00000051108(PCGBA23),ENSG00000100219(AC),ENSG00000100219(DLPFC),ENSG00000100219(PCGBA23),ENSG00000102580(AC),ENSG00000102580(DLPFC),ENSG00000102580(PCGBA23),ENSG00000109332(AC),ENSG00000109332(DLPFC),ENSG00000109332(PCGBA23),ENSG00000113615(AC),ENSG00000113615(DLPFC),ENSG00000113615(PCGBA23),ENSG00000116406(AC),ENSG00000116406(DLPFC),ENSG00000125844(AC),ENSG00000128272(AC),ENSG00000132002(AC),ENSG00000132002(DLPFC),ENSG00000136731(AC),ENSG00000136731(DLPFC),ENSG00000136731(PCGBA23),ENSG00000136770(AC),ENSG00000136986(PCGBA23),ENSG00000138073(AC),ENSG00000138802(DLPFC),ENSG00000143870(AC),ENSG00000143870(DLPFC),ENSG00000143870(PCGBA23),ENSG00000151092(AC),ENSG00000155660(AC),ENSG00000155660(DLPFC),ENSG00000155660(PCGBA23),ENSG00000163527(AC),ENSG00000163902(AC),ENSG00000166598(DLPFC),ENSG00000166598(PCGBA23),ENSG00000167004(AC),ENSG00000173110(AC),ENSG00000173110(PCGBA23),ENSG00000175197(AC),ENSG00000175197(DLPFC),ENSG00000175197(PCGBA23),ENSG00000178607(AC),ENSG00000179218(AC),ENSG00000179218(DLPFC),ENSG00000179218(PCGBA23),ENSG00000185825(DLPFC),ENSG00000204388(AC),ENSG00000204388(DLPFC),ENSG00000239264(AC)	6.555176889096069e-36	True	37.40872486626088	35.18341558453503	hsa04141	4141	Protein processing in endoplasmic reticulum - Homo sapiens (human)	Genetic Information Processing	Folding, sorting and degradation
1147	73	KEGG_hsa05014	1.4130607596460554e-35	32	990	330	51873	3	12	6	14	ENSG00000004779(AC),ENSG00000010256(AC),ENSG00000110955(AC),ENSG00000111775(DLPFC),ENSG00000112695(DLPFC),ENSG00000112695(PCGBA23),ENSG00000117118(DLPFC),ENSG00000117118(PCGBA23),ENSG00000127540(DLPFC),ENSG00000131143(DLPFC),ENSG00000131143(PCGBA23),ENSG00000131174(AC),ENSG00000131966(PCGBA23),ENSG00000140740(AC),ENSG00000140740(PCGBA23),ENSG00000147684(PCGBA23),ENSG00000152234(AC),ENSG00000154518(AC),ENSG00000154518(PCGBA23),ENSG00000154723(PCGBA23),ENSG00000161281(PCGBA23),ENSG00000164405(AC),ENSG00000164405(DLPFC),ENSG00000165264(PCGBA23),ENSG00000165629(PCGBA23),ENSG00000167863(AC),ENSG00000170906(PCGBA23),ENSG00000174886(PCGBA23),ENSG00000175203(AC),ENSG00000178127(AC),ENSG00000178741(AC),ENSG00000241837(PCGBA23)	3.1793867092036246e-35	True	34.849839163691655	34.49765664558029	hsa05014	5014	Amyotrophic lateral sclerosis - Homo sapiens (human)	Human Diseases	Neurodegenerative disease
10	424	KEGG_hsa04145	1.1394588857221266e-35	43	375	125	51873	3	1	20	22	ENSG00000038945(DLPFC),ENSG00000038945(PCGBA23),ENSG00000051523(PCGBA23),ENSG00000100365(PCGBA23),ENSG00000116701(PCGBA23),ENSG00000125730(DLPFC),ENSG00000125730(PCGBA23),ENSG00000143226(PCGBA23),ENSG00000158517(DLPFC),ENSG00000158517(PCGBA23),ENSG00000160255(DLPFC),ENSG00000160255(PCGBA23),ENSG00000163131(DLPFC),ENSG00000163131(PCGBA23),ENSG00000165168(DLPFC),ENSG00000165168(PCGBA23),ENSG00000169896(DLPFC),ENSG00000169896(PCGBA23),ENSG00000172243(DLPFC),ENSG00000172243(PCGBA23),ENSG00000173391(DLPFC),ENSG00000173391(PCGBA23),ENSG00000174130(DLPFC),ENSG00000174130(PCGBA23),ENSG00000196126(DLPFC),ENSG00000196126(PCGBA23),ENSG00000196735(DLPFC),ENSG00000198502(DLPFC),ENSG00000203747(PCGBA23),ENSG00000204252(DLPFC),ENSG00000204252(PCGBA23),ENSG00000204257(DLPFC),ENSG00000204257(PCGBA23),ENSG00000204287(DLPFC),ENSG00000204287(PCGBA23),ENSG00000204525(AC),ENSG00000204525(DLPFC),ENSG00000223865(DLPFC),ENSG00000223865(PCGBA23),ENSG00000231389(DLPFC),ENSG00000231389(PCGBA23),ENSG00000242574(DLPFC),ENSG00000242574(PCGBA23)	6.456933685758717e-34	True	34.94330134053726	33.18997367387865	hsa04145	4145	Phagosome - Homo sapiens (human)	Cellular Processes	Transport and catabolism
416	36	KEGG_hsa03010	1.3562474618991785e-33	21	498	166	51873	3	0	21	0	ENSG00000008988(DLPFC),ENSG00000071082(DLPFC),ENSG00000109475(DLPFC),ENSG00000112306(DLPFC),ENSG00000122026(DLPFC),ENSG00000125691(DLPFC),ENSG00000137154(DLPFC),ENSG00000143947(DLPFC),ENSG00000145592(DLPFC),ENSG00000147604(DLPFC),ENSG00000161970(DLPFC),ENSG00000170889(DLPFC),ENSG00000171863(DLPFC),ENSG00000172809(DLPFC),ENSG00000182774(DLPFC),ENSG00000186468(DLPFC),ENSG00000197756(DLPFC),ENSG00000198918(DLPFC),ENSG00000221983(DLPFC),ENSG00000231500(DLPFC),ENSG00000241343(DLPFC)	4.068742385697536e-33	True	32.86766106155152	32.39053980683185	hsa03010	3010	Ribosome - Homo sapiens (human)	Genetic Information Processing	Translation
755	52	KEGG_hsa03010	6.415892035216039e-33	23	498	166	51873	3	23	0	0	ENSG00000071082(AC),ENSG00000083845(AC),ENSG00000089009(AC),ENSG00000105372(AC),ENSG00000105640(AC),ENSG00000108298(AC),ENSG00000109475(AC),ENSG00000110700(AC),ENSG00000115268(AC),ENSG00000131469(AC),ENSG00000137154(AC),ENSG00000137818(AC),ENSG00000142534(AC),ENSG00000144713(AC),ENSG00000145425(AC),ENSG00000148303(AC),ENSG00000149273(AC),ENSG00000161970(AC),ENSG00000171858(AC),ENSG00000177600(AC),ENSG00000213741(AC),ENSG00000221983(AC),ENSG00000231500(AC)	1.2831784070432078e-32	True	32.19274295284491	31.891712957180925	hsa03010	3010	Ribosome - Homo sapiens (human)	Genetic Information Processing	Translation
416	36	KEGG_hsa05171	1.7069947179100987e-32	21	561	187	51873	3	0	21	0	ENSG00000008988(DLPFC),ENSG00000071082(DLPFC),ENSG00000109475(DLPFC),ENSG00000112306(DLPFC),ENSG00000122026(DLPFC),ENSG00000125691(DLPFC),ENSG00000137154(DLPFC),ENSG00000143947(DLPFC),ENSG00000145592(DLPFC),ENSG00000147604(DLPFC),ENSG00000161970(DLPFC),ENSG00000170889(DLPFC),ENSG00000171863(DLPFC),ENSG00000172809(DLPFC),ENSG00000182774(DLPFC),ENSG00000186468(DLPFC),ENSG00000197756(DLPFC),ENSG00000198918(DLPFC),ENSG00000221983(DLPFC),ENSG00000231500(DLPFC),ENSG00000241343(DLPFC)	2.5604920768651483e-32	True	31.76776782275524	31.59167656369956	hsa05171	5171	Coronavirus disease - COVID-19 - Homo sapiens (human)	Human Diseases	Infectious disease: viral
10	424	KEGG_hsa05140	9.03727302062691e-34	33	189	63	51873	3	0	14	19	ENSG00000051523(PCGBA23),ENSG00000100365(PCGBA23),ENSG00000105329(PCGBA23),ENSG00000111679(PCGBA23),ENSG00000116701(PCGBA23),ENSG00000125730(DLPFC),ENSG00000125730(PCGBA23),ENSG00000143226(PCGBA23),ENSG00000158517(DLPFC),ENSG00000158517(PCGBA23),ENSG00000160255(DLPFC),ENSG00000160255(PCGBA23),ENSG00000165168(DLPFC),ENSG00000165168(PCGBA23),ENSG00000169896(DLPFC),ENSG00000169896(PCGBA23),ENSG00000196126(DLPFC),ENSG00000196126(PCGBA23),ENSG00000196735(DLPFC),ENSG00000198502(DLPFC),ENSG00000203747(PCGBA23),ENSG00000204252(DLPFC),ENSG00000204252(PCGBA23),ENSG00000204257(DLPFC),ENSG00000204257(PCGBA23),ENSG00000204287(DLPFC),ENSG00000204287(PCGBA23),ENSG00000223865(DLPFC),ENSG00000223865(PCGBA23),ENSG00000231389(DLPFC),ENSG00000231389(PCGBA23),ENSG00000242574(DLPFC),ENSG00000242574(PCGBA23)	3.8408410337664366e-32	True	33.043962597263345	31.415573667213035	hsa05140	5140	Leishmaniasis - Homo sapiens (human)	Human Diseases	Infectious disease: parasitic
755	52	KEGG_hsa05171	1.0181978252890551e-31	23	561	187	51873	3	23	0	0	ENSG00000071082(AC),ENSG00000083845(AC),ENSG00000089009(AC),ENSG00000105372(AC),ENSG00000105640(AC),ENSG00000108298(AC),ENSG00000109475(AC),ENSG00000110700(AC),ENSG00000115268(AC),ENSG00000131469(AC),ENSG00000137154(AC),ENSG00000137818(AC),ENSG00000142534(AC),ENSG00000144713(AC),ENSG00000145425(AC),ENSG00000148303(AC),ENSG00000149273(AC),ENSG00000161970(AC),ENSG00000171858(AC),ENSG00000177600(AC),ENSG00000213741(AC),ENSG00000221983(AC),ENSG00000231500(AC)	1.0181978252890551e-31	True	30.992167834882625	30.992167834882625	hsa05171	5171	Coronavirus disease - COVID-19 - Homo sapiens (human)	Human Diseases	Infectious disease: viral
1147	73	KEGG_hsa05022	6.45562456363039e-32	32	1293	431	51873	3	12	6	14	ENSG00000004779(AC),ENSG00000010256(AC),ENSG00000110955(AC),ENSG00000111775(DLPFC),ENSG00000112695(DLPFC),ENSG00000112695(PCGBA23),ENSG00000117118(DLPFC),ENSG00000117118(PCGBA23),ENSG00000127540(DLPFC),ENSG00000131143(DLPFC),ENSG00000131143(PCGBA23),ENSG00000131174(AC),ENSG00000131966(PCGBA23),ENSG00000140740(AC),ENSG00000140740(PCGBA23),ENSG00000147684(PCGBA23),ENSG00000152234(AC),ENSG00000154518(AC),ENSG00000154518(PCGBA23),ENSG00000154723(PCGBA23),ENSG00000161281(PCGBA23),ENSG00000164405(AC),ENSG00000164405(DLPFC),ENSG00000165264(PCGBA23),ENSG00000165629(PCGBA23),ENSG00000167863(AC),ENSG00000170906(PCGBA23),ENSG00000174886(PCGBA23),ENSG00000175203(AC),ENSG00000178127(AC),ENSG00000178741(AC),ENSG00000241837(PCGBA23)	1.291124912726078e-31	True	31.19006173458784	30.88903173892385	hsa05022	5022	Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)	Human Diseases	Neurodegenerative disease
