cluster_id	cluster_size_expanded	term	p	overlap_k	term_size_expanded	term_size_original	universe_expanded	n_tissues	overlap_AC	overlap_DLPFC	overlap_PCGBA23	overlap_genes	fdr	significant	neglog10_p	neglog10_fdr	pathway_id	pathway_num	pathway_name	category_level1	category_level2
111	270	KEGG_hsa05012	0.327619464503719	5	726	242	51873	3	0	1	4	ENSG00000008018(PCGBA23),ENSG00000069535(PCGBA23),ENSG00000108179(DLPFC),ENSG00000108179(PCGBA23),ENSG00000118217(PCGBA23)	0.4275105574045065	False	0.4846303038730387	0.3690531558693612	hsa05012	5012	Parkinson disease - Homo sapiens (human)	Human Diseases	Neurodegenerative disease
111	270	KEGG_hsa05415	0.3276605474816647	4	555	185	51873	3	0	2	2	ENSG00000108179(DLPFC),ENSG00000108179(PCGBA23),ENSG00000181856(DLPFC),ENSG00000181856(PCGBA23)	0.4275105574045065	False	0.4845758474259656	0.3690531558693612	hsa05415	5415	Diabetic cardiomyopathy - Homo sapiens (human)	Human Diseases	Cardiovascular disease
111	270	KEGG_hsa05034	0.3357287621893325	3	393	131	51873	3	1	0	2	ENSG00000069535(PCGBA23),ENSG00000094631(AC),ENSG00000172354(PCGBA23)	0.4275105574045065	False	0.474011450753684	0.3690531558693612	hsa05034	5034	Alcoholism - Homo sapiens (human)	Human Diseases	Substance dependence
111	270	KEGG_hsa04613	0.3399798940967017	3	396	132	51873	3	1	1	1	ENSG00000094631(AC),ENSG00000108179(DLPFC),ENSG00000108179(PCGBA23)	0.4275105574045065	False	0.4685467657255281	0.3690531558693612	hsa04613	4613	Neutrophil extracellular trap formation - Homo sapiens (human)	Organismal Systems	Immune system
111	270	KEGG_hsa05017	0.3442292799880442	3	399	133	51873	3	0	1	2	ENSG00000008018(PCGBA23),ENSG00000108179(DLPFC),ENSG00000108179(PCGBA23)	0.4275105574045065	False	0.4631521915435892	0.3690531558693612	hsa05017	5017	Spinocerebellar ataxia - Homo sapiens (human)	Human Diseases	Neurodegenerative disease
906	206	KEGG_hsa05014	0.3576177579207797	5	990	330	51873	3	1	3	1	ENSG00000093000(DLPFC),ENSG00000183785(DLPFC),ENSG00000198886(PCGBA23),ENSG00000204843(DLPFC),ENSG00000212907(AC)	0.4275864496878889	False	0.4465809239490413	0.3689760661363715	hsa05014	5014	Amyotrophic lateral sclerosis - Homo sapiens (human)	Human Diseases	Neurodegenerative disease
457	179	KEGG_hsa05131	0.3902296492141928	3	651	217	51873	3	0	3	0	ENSG00000104365(DLPFC),ENSG00000130402(DLPFC),ENSG00000149311(DLPFC)	0.4277517308694036	False	0.4086797364767811	0.3688082244390888	hsa05131	5131	Shigellosis - Homo sapiens (human)	Human Diseases	Infectious disease: bacterial
691	382	KEGG_hsa05135	0.3139663334027623	4	384	128	51873	3	4	0	0	ENSG00000072133(AC),ENSG00000100030(AC),ENSG00000133627(AC),ENSG00000175866(AC)	0.427822256504863	False	0.5031169188098839	0.3687366259687424	hsa05135	5135	Yersinia infection - Homo sapiens (human)	Human Diseases	Infectious disease: bacterial
106	219	KEGG_hsa05205	0.4092936361652399	3	549	183	51873	3	0	3	0	ENSG00000067560(DLPFC),ENSG00000067900(DLPFC),ENSG00000078061(DLPFC)	0.4281841116805587	False	0.387965007858532	0.3683694517951513	hsa05205	5205	Proteoglycans in cancer - Homo sapiens (human)	Human Diseases	Cancer: overview
881	221	KEGG_hsa05020	0.3737876520270508	4	726	242	51873	3	0	4	0	ENSG00000115966(DLPFC),ENSG00000150995(DLPFC),ENSG00000156711(DLPFC),ENSG00000198626(DLPFC)	0.4282983512809957	False	0.4273750495197616	0.3682535974011049	hsa05020	5020	Prion disease - Homo sapiens (human)	Human Diseases	Neurodegenerative disease
788	361	KEGG_hsa04024	0.0890626262214728	7	546	182	51873	3	1	3	3	ENSG00000105650(DLPFC),ENSG00000105650(PCGBA23),ENSG00000115138(PCGBA23),ENSG00000134318(DLPFC),ENSG00000134318(PCGBA23),ENSG00000164270(DLPFC),ENSG00000172531(AC)	0.4291730237400376	False	1.0503045028194624	0.3673675840244409	hsa04024	4024	cAMP signaling pathway - Homo sapiens (human)	Environmental Information Processing	Signal transduction
788	361	KEGG_hsa04340	0.0957978817160829	3	156	52	51873	3	0	2	1	ENSG00000118971(DLPFC),ENSG00000118971(PCGBA23),ENSG00000198742(DLPFC)	0.4291730237400376	False	1.0186440939401118	0.3673675840244409	hsa04340	4340	Hedgehog signaling pathway - Homo sapiens (human)	Environmental Information Processing	Signal transduction
788	361	KEGG_hsa00240	0.0999887433735446	3	159	53	51873	3	0	2	1	ENSG00000143179(DLPFC),ENSG00000143179(PCGBA23),ENSG00000179958(DLPFC)	0.4291730237400376	False	1.0000488896592588	0.3673675840244409	hsa00240	240	Pyrimidine metabolism - Homo sapiens (human)	Metabolism	Nucleotide metabolism
788	361	KEGG_hsa04927	0.1042520385277757	3	162	54	51873	3	1	0	2	ENSG00000115138(PCGBA23),ENSG00000123358(AC),ENSG00000123358(PCGBA23)	0.4291730237400376	False	0.9819154441459704	0.3673675840244409	hsa04927	4927	Cortisol synthesis and secretion - Homo sapiens (human)	Organismal Systems	Endocrine system
788	361	KEGG_hsa01212	0.1085859457655516	3	165	55	51873	3	1	1	1	ENSG00000165996(AC),ENSG00000165996(DLPFC),ENSG00000165996(PCGBA23)	0.4291730237400376	False	0.9642263816665956	0.3673675840244409	hsa01212	1212	Fatty acid metabolism - Homo sapiens (human)	Metabolism	Global and overview maps
10	424	KEGG_hsa05224	0.384054063997994	4	384	128	51873	3	0	1	3	ENSG00000087088(DLPFC),ENSG00000087088(PCGBA23),ENSG00000139687(PCGBA23),ENSG00000180340(PCGBA23)	0.4295341505240722	False	0.4156076348947586	0.3670023014612573	hsa05224	5224	Breast cancer - Homo sapiens (human)	Human Diseases	Cancer: specific types
122	350	KEGG_hsa05212	0.1899201902504347	3	222	74	51873	3	0	0	3	ENSG00000105221(PCGBA23),ENSG00000147889(PCGBA23),ENSG00000163235(PCGBA23)	0.430485764567652	False	0.7214288633396072	0.3660412053530333	hsa05212	5212	Pancreatic cancer - Homo sapiens (human)	Human Diseases	Cancer: specific types
740	524	KEGG_hsa04930	0.1090810749642567	3	114	38	51873	3	2	0	1	ENSG00000102882(AC),ENSG00000105647(AC),ENSG00000185950(PCGBA23)	0.4305831906483819	False	0.9622505908555948	0.3659429284167236	hsa04930	4930	Type II diabetes mellitus - Homo sapiens (human)	Human Diseases	Endocrine and metabolic disease
795	316	KEGG_hsa05225	0.064924418553951	6	462	154	51873	3	0	2	4	ENSG00000011332(DLPFC),ENSG00000011332(PCGBA23),ENSG00000101412(PCGBA23),ENSG00000104290(DLPFC),ENSG00000117020(PCGBA23),ENSG00000145675(PCGBA23)	0.430862050403493	False	1.187591931108615	0.3656617561463841	hsa05225	5225	Hepatocellular carcinoma - Homo sapiens (human)	Human Diseases	Cancer: specific types
121	519	KEGG_hsa04371	0.3048684756459978	5	366	122	51873	3	1	2	2	ENSG00000102882(PCGBA23),ENSG00000129007(DLPFC),ENSG00000141646(AC),ENSG00000158186(DLPFC),ENSG00000158186(PCGBA23)	0.4312773557918993	False	0.5158874807208864	0.3652433438776846	hsa04371	4371	Apelin signaling pathway - Homo sapiens (human)	Environmental Information Processing	Signal transduction
951	513	KEGG_hsa04145	0.1695373821113117	6	375	125	51873	3	1	3	2	ENSG00000108774(DLPFC),ENSG00000108774(PCGBA23),ENSG00000133661(DLPFC),ENSG00000184009(DLPFC),ENSG00000185359(AC),ENSG00000185359(PCGBA23)	0.4315746646355875	False	0.7707345272267776	0.3649440582706792	hsa04145	4145	Phagosome - Homo sapiens (human)	Cellular Processes	Transport and catabolism
951	513	KEGG_hsa03013	0.1778386393487696	5	300	100	51873	3	1	3	1	ENSG00000047410(AC),ENSG00000120253(DLPFC),ENSG00000120253(PCGBA23),ENSG00000132953(DLPFC),ENSG00000198563(DLPFC)	0.4315746646355875	False	0.7499738731024854	0.3649440582706792	hsa03013	3013	Nucleocytoplasmic transport - Homo sapiens (human)	Genetic Information Processing	Translation
951	513	KEGG_hsa03460	0.1861694631761358	3	150	50	51873	3	1	2	0	ENSG00000100726(DLPFC),ENSG00000132383(AC),ENSG00000132383(DLPFC)	0.4315746646355875	False	0.7300915535464093	0.3649440582706792	hsa03460	3460	Fanconi anemia pathway - Homo sapiens (human)	Genetic Information Processing	Replication and repair
802	128	KEGG_hsa05022	0.395952523121577	4	1293	431	51873	3	1	2	1	ENSG00000081248(DLPFC),ENSG00000104290(AC),ENSG00000147123(DLPFC),ENSG00000176697(PCGBA23)	0.4319482070417204	False	0.4023568852422403	0.3645683243528405	hsa05022	5022	Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)	Human Diseases	Neurodegenerative disease
469	250	KEGG_hsa05165	0.3892561743842438	5	849	283	51873	3	1	2	2	ENSG00000072415(DLPFC),ENSG00000080839(PCGBA23),ENSG00000085741(PCGBA23),ENSG00000131323(AC),ENSG00000180340(DLPFC)	0.4320778273293543	False	0.4097644899230042	0.3644380195382977	hsa05165	5165	Human papillomavirus infection - Homo sapiens (human)	Human Diseases	Infectious disease: viral
469	250	KEGG_hsa05010	0.39219372019126	6	1047	349	51873	3	1	3	2	ENSG00000085741(PCGBA23),ENSG00000127184(DLPFC),ENSG00000141424(AC),ENSG00000149782(DLPFC),ENSG00000149782(PCGBA23),ENSG00000180340(DLPFC)	0.4320778273293543	False	0.4064993645390092	0.3644380195382977	hsa05010	5010	Alzheimer disease - Homo sapiens (human)	Human Diseases	Neurodegenerative disease
122	350	KEGG_hsa05100	0.195034707521252	3	225	75	51873	3	1	2	0	ENSG00000109458(DLPFC),ENSG00000164402(AC),ENSG00000164402(DLPFC)	0.4324682645036458	False	0.7098880966185441	0.3640457565382006	hsa05100	5100	Bacterial invasion of epithelial cells - Homo sapiens (human)	Human Diseases	Infectious disease: bacterial
918	244	KEGG_hsa04140	0.3894297558679065	3	477	159	51873	3	1	1	1	ENSG00000126934(AC),ENSG00000126934(DLPFC),ENSG00000126934(PCGBA23)	0.4326997287421184	False	0.409570867619492	0.3638133770588169	hsa04140	4140	Autophagy - animal - Homo sapiens (human)	Cellular Processes	Transport and catabolism
450	354	KEGG_hsa05202	0.34567018420652	4	435	145	51873	3	4	0	0	ENSG00000109787(AC),ENSG00000116478(AC),ENSG00000163041(AC),ENSG00000172493(AC)	0.4328391871803381	False	0.4613380789274137	0.3636734271857758	hsa05202	5202	Transcriptional misregulation in cancer - Homo sapiens (human)	Human Diseases	Cancer: overview
904	154	KEGG_hsa01100	0.3886148908984421	13	3942	1314	51873	3	0	11	2	ENSG00000099624(PCGBA23),ENSG00000105223(DLPFC),ENSG00000119125(DLPFC),ENSG00000124302(DLPFC),ENSG00000136750(DLPFC),ENSG00000139505(DLPFC),ENSG00000145545(DLPFC),ENSG00000165434(DLPFC),ENSG00000170522(DLPFC),ENSG00000171314(DLPFC),ENSG00000176928(PCGBA23),ENSG00000185274(DLPFC),ENSG00000197586(DLPFC)	0.4334550706174931	False	0.4104805621739077	0.3630559122457695	hsa01100	1100	Metabolic pathways - Homo sapiens (human)	Metabolism	Global and overview maps
31	614	KEGG_hsa04662	0.2615792429195933	4	219	73	51873	3	3	0	1	ENSG00000133703(AC),ENSG00000142867(AC),ENSG00000142867(PCGBA23),ENSG00000146232(AC)	0.4338218574419081	False	0.5823967215218624	0.3626885705162214	hsa04662	4662	B cell receptor signaling pathway - Homo sapiens (human)	Organismal Systems	Immune system
31	614	KEGG_hsa05145	0.2631852601814243	5	291	97	51873	3	2	1	2	ENSG00000023445(AC),ENSG00000023445(DLPFC),ENSG00000023445(PCGBA23),ENSG00000034152(AC),ENSG00000034152(PCGBA23)	0.4338218574419081	False	0.579738437250809	0.3626885705162214	hsa05145	5145	Toxoplasmosis - Homo sapiens (human)	Human Diseases	Infectious disease: parasitic
86	400	KEGG_hsa04666	0.358217139701669	3	276	92	51873	3	1	1	1	ENSG00000070831(AC),ENSG00000111229(PCGBA23),ENSG00000254087(DLPFC)	0.4339378358987698	False	0.4458536381972783	0.3625724812244022	hsa04666	4666	Fc gamma R-mediated phagocytosis - Homo sapiens (human)	Organismal Systems	Immune system
1097	489	KEGG_hsa04064	0.0913899077270786	5	252	84	51873	3	0	1	4	ENSG00000083799(PCGBA23),ENSG00000115085(DLPFC),ENSG00000115085(PCGBA23),ENSG00000141655(PCGBA23),ENSG00000269335(PCGBA23)	0.4341020617036237	False	1.0391017611637736	0.362408151538907	hsa04064	4064	NF-kappa B signaling pathway - Homo sapiens (human)	Environmental Information Processing	Signal transduction
738	391	KEGG_hsa04530	0.1963136006180837	5	408	136	51873	3	1	1	3	ENSG00000049759(PCGBA23),ENSG00000102981(DLPFC),ENSG00000156299(PCGBA23),ENSG00000157388(PCGBA23),ENSG00000175470(AC)	0.4341817953200506	False	0.7070496114098146	0.3623283899046128	hsa04530	4530	Tight junction - Homo sapiens (human)	Cellular Processes	Cellular community - eukaryotes
738	391	KEGG_hsa04934	0.2041840677953214	5	414	138	51873	3	1	2	2	ENSG00000120088(PCGBA23),ENSG00000127955(DLPFC),ENSG00000154764(DLPFC),ENSG00000157388(PCGBA23),ENSG00000171303(AC)	0.4341817953200506	False	0.6899781483339272	0.3623283899046128	hsa04934	4934	Cushing syndrome - Homo sapiens (human)	Human Diseases	Endocrine and metabolic disease
738	391	KEGG_hsa04921	0.2121581379829417	5	420	140	51873	3	2	2	1	ENSG00000087258(AC),ENSG00000087258(DLPFC),ENSG00000127955(DLPFC),ENSG00000157388(PCGBA23),ENSG00000166862(AC)	0.4341817953200506	False	0.6733403048669605	0.3623283899046128	hsa04921	4921	Oxytocin signaling pathway - Homo sapiens (human)	Organismal Systems	Endocrine system
738	391	KEGG_hsa04915	0.2150384987201446	4	315	105	51873	3	1	2	1	ENSG00000087258(AC),ENSG00000087258(DLPFC),ENSG00000127955(DLPFC),ENSG00000148082(PCGBA23)	0.4341817953200506	False	0.6674837806195395	0.3623283899046128	hsa04915	4915	Estrogen signaling pathway - Homo sapiens (human)	Organismal Systems	Endocrine system
738	391	KEGG_hsa04260	0.217464631823092	3	213	71	51873	3	1	0	2	ENSG00000065923(PCGBA23),ENSG00000157388(PCGBA23),ENSG00000166862(AC)	0.4341817953200506	False	0.6626113660798296	0.3623283899046128	hsa04260	4260	Cardiac muscle contraction - Homo sapiens (human)	Organismal Systems	Circulatory system
738	391	KEGG_hsa04935	0.2197710321990379	4	318	106	51873	3	1	1	2	ENSG00000017427(AC),ENSG00000127955(DLPFC),ENSG00000148082(PCGBA23),ENSG00000157388(PCGBA23)	0.4341817953200506	False	0.6580295520635271	0.3623283899046128	hsa04935	4935	Growth hormone synthesis, secretion and action - Homo sapiens (human)	Organismal Systems	Endocrine system
958	563	KEGG_hsa03082	0.2342357769727388	5	303	101	51873	3	1	3	1	ENSG00000028310(DLPFC),ENSG00000066117(DLPFC),ENSG00000113812(DLPFC),ENSG00000184009(AC),ENSG00000184009(PCGBA23)	0.4344008954767156	False	0.6303467704286064	0.3621092881609327	hsa03082	3082	ATP-dependent chromatin remodeling - Homo sapiens (human)	Genetic Information Processing	Chromosome
959	743	KEGG_hsa04922	0.079443050843452	7	258	86	51873	3	3	3	1	ENSG00000100889(DLPFC),ENSG00000141349(AC),ENSG00000141349(DLPFC),ENSG00000141959(AC),ENSG00000143578(DLPFC),ENSG00000143578(PCGBA23),ENSG00000164776(AC)	0.4345195379472134	False	1.099944086025329	0.3619906909485879	hsa04922	4922	Glucagon signaling pathway - Homo sapiens (human)	Organismal Systems	Endocrine system
959	743	KEGG_hsa04962	0.0817919130253578	4	114	38	51873	3	0	2	2	ENSG00000143578(DLPFC),ENSG00000143578(PCGBA23),ENSG00000144566(DLPFC),ENSG00000144566(PCGBA23)	0.4345195379472134	False	1.087289634006956	0.3619906909485879	hsa04962	4962	Vasopressin-regulated water reabsorption - Homo sapiens (human)	Organismal Systems	Excretory system
97	262	KEGG_hsa04218	0.3604482227259963	3	423	141	51873	3	0	0	3	ENSG00000092969(PCGBA23),ENSG00000103479(PCGBA23),ENSG00000123104(PCGBA23)	0.4346581509342896	False	0.4431571115253418	0.3618521718478614	hsa04218	4218	Cellular senescence - Homo sapiens (human)	Cellular Processes	Cell growth and death
959	743	KEGG_hsa04370	0.0843995899696937	5	162	54	51873	3	1	3	1	ENSG00000070831(PCGBA23),ENSG00000105499(DLPFC),ENSG00000128052(DLPFC),ENSG00000169398(DLPFC),ENSG00000188130(AC)	0.4347857665105435	False	1.0736596632597948	0.3617246817594084	hsa04370	4370	VEGF signaling pathway - Homo sapiens (human)	Environmental Information Processing	Signal transduction
1058	153	KEGG_hsa05010	0.3727234967711029	4	1047	349	51873	3	4	0	0	ENSG00000082701(AC),ENSG00000151067(AC),ENSG00000159199(AC),ENSG00000167792(AC)	0.4348440795662868	False	0.4286132281305834	0.3616664384999701	hsa05010	5010	Alzheimer disease - Homo sapiens (human)	Human Diseases	Neurodegenerative disease
119	451	KEGG_hsa05130	0.2760680684247323	6	504	168	51873	3	6	0	0	ENSG00000132970(AC),ENSG00000136754(AC),ENSG00000136869(AC),ENSG00000139644(AC),ENSG00000145555(AC),ENSG00000181104(AC)	0.434868284775242	False	0.5589838233821586	0.3616422645566843	hsa05130	5130	Pathogenic Escherichia coli infection - Homo sapiens (human)	Human Diseases	Infectious disease: bacterial
101	251	KEGG_hsa05225	0.3872164591778004	3	462	154	51873	3	1	1	1	ENSG00000134201(AC),ENSG00000154229(DLPFC),ENSG00000213366(PCGBA23)	0.4349554746928716	False	0.4120461906762147	0.3615551984129539	hsa05225	5225	Hepatocellular carcinoma - Homo sapiens (human)	Human Diseases	Cancer: specific types
60	378	KEGG_hsa04725	0.3915519783881425	3	309	103	51873	3	1	1	1	ENSG00000170345(AC),ENSG00000170345(DLPFC),ENSG00000170345(PCGBA23)	0.4350577537646028	False	0.4072105773384982	0.361453086777823	hsa04725	4725	Cholinergic synapse - Homo sapiens (human)	Organismal Systems	Nervous system
21	295	KEGG_hsa05226	0.3686400305716095	3	381	127	51873	3	0	1	2	ENSG00000078061(PCGBA23),ENSG00000163513(DLPFC),ENSG00000163513(PCGBA23)	0.4352617228435871	False	0.4333975065765141	0.3612495232600932	hsa05226	5226	Gastric cancer - Homo sapiens (human)	Human Diseases	Cancer: specific types
31	614	KEGG_hsa04371	0.2676293797078929	6	366	122	51873	3	1	3	2	ENSG00000133703(AC),ENSG00000133818(DLPFC),ENSG00000166949(PCGBA23),ENSG00000176170(DLPFC),ENSG00000176170(PCGBA23),ENSG00000242616(DLPFC)	0.4353272787375051	False	0.5724662124862712	0.3611841179701414	hsa04371	4371	Apelin signaling pathway - Homo sapiens (human)	Environmental Information Processing	Signal transduction
31	614	KEGG_hsa04630	0.2699029128172531	5	294	98	51873	3	2	2	1	ENSG00000112964(AC),ENSG00000147168(PCGBA23),ENSG00000164136(DLPFC),ENSG00000175354(AC),ENSG00000175354(DLPFC)	0.4353272787375051	False	0.5687924284718876	0.3611841179701414	hsa04630	4630	JAK-STAT signaling pathway - Homo sapiens (human)	Environmental Information Processing	Signal transduction
740	524	KEGG_hsa04971	0.115328022644734	4	183	61	51873	3	0	1	3	ENSG00000127955(PCGBA23),ENSG00000148660(DLPFC),ENSG00000148660(PCGBA23),ENSG00000155897(PCGBA23)	0.4355459482105981	False	0.9380651540990496	0.3609660220531189	hsa04971	4971	Gastric acid secretion - Homo sapiens (human)	Organismal Systems	Digestive system
740	524	KEGG_hsa05142	0.1176864491907425	5	255	85	51873	3	2	0	3	ENSG00000087258(PCGBA23),ENSG00000102882(AC),ENSG00000105647(AC),ENSG00000127955(PCGBA23),ENSG00000156475(PCGBA23)	0.4355459482105981	False	0.9292735403892284	0.3609660220531189	hsa05142	5142	Chagas disease - Homo sapiens (human)	Human Diseases	Infectious disease: parasitic
740	524	KEGG_hsa04062	0.1218302367639308	7	408	136	51873	3	3	1	3	ENSG00000102882(AC),ENSG00000105647(AC),ENSG00000118689(DLPFC),ENSG00000118689(PCGBA23),ENSG00000127955(PCGBA23),ENSG00000155897(PCGBA23),ENSG00000156299(AC)	0.4355459482105981	False	0.9142449117849756	0.3609660220531189	hsa04062	4062	Chemokine signaling pathway - Homo sapiens (human)	Organismal Systems	Immune system
740	524	KEGG_hsa04922	0.1219528654989675	5	258	86	51873	3	2	1	2	ENSG00000148660(DLPFC),ENSG00000148660(PCGBA23),ENSG00000150907(AC),ENSG00000152270(AC),ENSG00000275993(PCGBA23)	0.4355459482105981	False	0.9138079907108996	0.3609660220531189	hsa04922	4922	Glucagon signaling pathway - Homo sapiens (human)	Organismal Systems	Endocrine system
951	513	KEGG_hsa05412	0.1964535316546896	4	231	77	51873	3	1	2	1	ENSG00000102119(AC),ENSG00000102119(DLPFC),ENSG00000102119(PCGBA23),ENSG00000184009(DLPFC)	0.4356143527995292	False	0.7067401594489823	0.3608978193686388	hsa05412	5412	Arrhythmogenic right ventricular cardiomyopathy - Homo sapiens (human)	Human Diseases	Cardiovascular disease
21	295	KEGG_hsa04024	0.3764798224278611	4	546	182	51873	3	0	2	2	ENSG00000067900(PCGBA23),ENSG00000116473(DLPFC),ENSG00000125257(DLPFC),ENSG00000125257(PCGBA23)	0.4356556889779739	False	0.4242582950092626	0.3608566103901265	hsa04024	4024	cAMP signaling pathway - Homo sapiens (human)	Environmental Information Processing	Signal transduction
21	295	KEGG_hsa05164	0.3778646281951814	3	387	129	51873	3	2	1	0	ENSG00000120868(AC),ENSG00000159110(AC),ENSG00000159110(DLPFC)	0.4356556889779739	False	0.4226637603683287	0.3608566103901265	hsa05164	5164	Influenza A - Homo sapiens (human)	Human Diseases	Infectious disease: viral
122	350	KEGG_hsa04146	0.2053631504512323	3	231	77	51873	3	2	0	1	ENSG00000112874(AC),ENSG00000142168(AC),ENSG00000213965(PCGBA23)	0.4356610467675419	False	0.6874774818264321	0.3608512693738253	hsa04146	4146	Peroxisome - Homo sapiens (human)	Cellular Processes	Transport and catabolism
122	350	KEGG_hsa04071	0.2137779230171586	4	351	117	51873	3	0	1	3	ENSG00000105221(PCGBA23),ENSG00000167393(DLPFC),ENSG00000167393(PCGBA23),ENSG00000198964(PCGBA23)	0.4356610467675419	False	0.6700371466804818	0.3608512693738253	hsa04071	4071	Sphingolipid signaling pathway - Homo sapiens (human)	Environmental Information Processing	Signal transduction
122	350	KEGG_hsa04810	0.2210726598540493	6	600	200	51873	3	2	1	3	ENSG00000077943(PCGBA23),ENSG00000105221(PCGBA23),ENSG00000134853(PCGBA23),ENSG00000137710(AC),ENSG00000145431(AC),ENSG00000160293(DLPFC)	0.4356610467675419	False	0.6554649634760198	0.3608512693738253	hsa04810	4810	Regulation of actin cytoskeleton - Homo sapiens (human)	Cellular Processes	Cell motility
122	350	KEGG_hsa05020	0.2214701679945838	7	726	242	51873	3	4	1	2	ENSG00000065518(PCGBA23),ENSG00000104892(PCGBA23),ENSG00000142168(AC),ENSG00000149294(AC),ENSG00000149294(DLPFC),ENSG00000154654(AC),ENSG00000157613(AC)	0.4356610467675419	False	0.6546847649166435	0.3608512693738253	hsa05020	5020	Prion disease - Homo sapiens (human)	Human Diseases	Neurodegenerative disease
122	350	KEGG_hsa04068	0.2222556236332772	4	357	119	51873	3	2	1	1	ENSG00000103942(AC),ENSG00000105221(PCGBA23),ENSG00000111276(AC),ENSG00000111276(DLPFC)	0.4356610467675419	False	0.6531472414623519	0.3608512693738253	hsa04068	4068	FoxO signaling pathway - Homo sapiens (human)	Environmental Information Processing	Signal transduction
122	350	KEGG_hsa05418	0.2222556236332772	4	357	119	51873	3	2	1	1	ENSG00000105221(PCGBA23),ENSG00000114739(AC),ENSG00000188612(AC),ENSG00000188612(DLPFC)	0.4356610467675419	False	0.6531472414623519	0.3608512693738253	hsa05418	5418	Fluid shear stress and atherosclerosis - Homo sapiens (human)	Human Diseases	Cardiovascular disease
122	350	KEGG_hsa04727	0.2263728968498012	3	243	81	51873	3	1	1	1	ENSG00000163288(AC),ENSG00000176533(DLPFC),ENSG00000176533(PCGBA23)	0.4356610467675419	False	0.6451755715349538	0.3608512693738253	hsa04727	4727	GABAergic synapse - Homo sapiens (human)	Organismal Systems	Nervous system
10	424	KEGG_hsa05165	0.39215555287918	8	849	283	51873	3	1	3	4	ENSG00000064012(DLPFC),ENSG00000064012(PCGBA23),ENSG00000087088(DLPFC),ENSG00000087088(PCGBA23),ENSG00000139687(PCGBA23),ENSG00000180340(PCGBA23),ENSG00000204525(AC),ENSG00000204525(DLPFC)	0.4357283920879778	False	0.4065416310486054	0.3607841404879303	hsa05165	5165	Human papillomavirus infection - Homo sapiens (human)	Human Diseases	Infectious disease: viral
959	743	KEGG_hsa03015	0.0871538057201953	7	264	88	51873	3	2	2	3	ENSG00000133226(AC),ENSG00000133226(DLPFC),ENSG00000133226(PCGBA23),ENSG00000145216(PCGBA23),ENSG00000149532(PCGBA23),ENSG00000150459(DLPFC),ENSG00000157349(AC)	0.4357690286009769	False	1.0597136439275536	0.3607436395915348	hsa03015	3015	mRNA surveillance pathway - Homo sapiens (human)	Genetic Information Processing	Translation
792	270	KEGG_hsa04621	0.3823170646205014	3	426	142	51873	3	0	2	1	ENSG00000183735(DLPFC),ENSG00000183735(PCGBA23),ENSG00000188130(DLPFC)	0.4361559337587914	False	0.417576316929647	0.3603582147136129	hsa04621	4621	NOD-like receptor signaling pathway - Homo sapiens (human)	Organismal Systems	Immune system
792	270	KEGG_hsa04517	0.3891350530790337	5	786	262	51873	3	1	2	2	ENSG00000109756(PCGBA23),ENSG00000161647(DLPFC),ENSG00000179295(AC),ENSG00000188130(DLPFC),ENSG00000241685(PCGBA23)	0.4361559337587914	False	0.4098996464177392	0.3603582147136129	hsa04517	4517	IgSF CAM signaling - Homo sapiens (human)	Environmental Information Processing	Signaling molecules and interaction
792	270	KEGG_hsa04390	0.3907230239922507	3	432	144	51873	3	0	2	1	ENSG00000111186(DLPFC),ENSG00000162552(DLPFC),ENSG00000221914(PCGBA23)	0.4361559337587914	False	0.4081309965096136	0.3603582147136129	hsa04390	4390	Hippo signaling pathway - Homo sapiens (human)	Environmental Information Processing	Signal transduction
728	661	KEGG_hsa00330	0.2272975662425839	3	129	43	51873	3	1	0	2	ENSG00000065154(PCGBA23),ENSG00000089250(AC),ENSG00000237289(PCGBA23)	0.4363068225576036	False	0.6434052143985431	0.3602079958695784	hsa00330	330	Arginine and proline metabolism - Homo sapiens (human)	Metabolism	Amino acid metabolism
728	661	KEGG_hsa04976	0.2272975662425839	3	129	43	51873	3	0	0	3	ENSG00000087460(PCGBA23),ENSG00000143921(PCGBA23),ENSG00000173175(PCGBA23)	0.4363068225576036	False	0.6434052143985431	0.3602079958695784	hsa04976	4976	Bile secretion - Homo sapiens (human)	Organismal Systems	Digestive system
1116	399	KEGG_hsa03420	0.0484916519838475	4	177	59	51873	3	2	0	2	ENSG00000105258(PCGBA23),ENSG00000145736(PCGBA23),ENSG00000213780(AC),ENSG00000270181(AC)	0.436424867854628	False	1.3143330203545052	0.3600905109151802	hsa03420	3420	Nucleotide excision repair - Homo sapiens (human)	Genetic Information Processing	Replication and repair
751	706	KEGG_hsa03250	0.2220872288459783	4	177	59	51873	3	0	2	2	ENSG00000064419(PCGBA23),ENSG00000082898(PCGBA23),ENSG00000124789(DLPFC),ENSG00000153201(DLPFC)	0.4368529006970344	False	0.6534764148922757	0.359664776233476	hsa03250	3250	Viral life cycle - HIV-1 - Homo sapiens (human)	Genetic Information Processing	Information processing in viruses
