module	module_size_mapped	n_ts_edges	n_ct_edges	mdc_total	log2_mdc_total	direction_total	directional_fdr_total	significant_total_fdr05	significant_total_fdr10	mdc_ts	log2_mdc_ts	direction_ts	directional_fdr_ts	significant_ts_fdr05	significant_ts_fdr10	mdc_ct	log2_mdc_ct	direction_ct	directional_fdr_ct	significant_ct_fdr05	significant_ct_fdr10	ts_minus_ct_log2_mdc	any_significant_fdr05	any_significant_fdr10
960	387	30204	44487	0.85549	-0.22517710403559407	Higher in Control	0.006657	True	True	0.99397	-0.008725785860737837	Higher in Control	0.1739	False	False	0.813784	-0.29728217936585216	Higher in Control	0.005541	True	True	0.2885563935051143	True	True
962	105	3444	2016	0.72658	-0.4608064405266613	Higher in Control	0.006657	True	True	0.79333	-0.33400698894454145	Higher in Control	1.0	False	False	0.692847	-0.5293912947779761	Higher in Control	0.005541	True	True	0.19538430583343463	True	True
1053	155	5751	6184	0.551244	-0.8592370471058284	Higher in Control	0.006657	True	True	0.666081	-0.5862304653496232	Higher in Control	0.008813	True	True	0.31816	-1.6521756276316004	Higher in Control	0.005541	True	True	1.0659451622819773	True	True
1056	195	9601	9314	0.612626	-0.7069214983143777	Higher in Control	0.006657	True	True	0.78513	-0.3489965430138205	Higher in Control	0.008813	True	True	0.29663	-1.753263581172618	Higher in Control	0.005541	True	True	1.4042670381587976	True	True
1058	153	4477	7151	0.494806	-1.0150651003981344	Higher in Control	0.006657	True	True	0.607474	-0.7191054324632166	Higher in Control	0.008813	True	True	0.420627	-1.2493866354123198	Higher in Control	0.005541	True	True	0.5302812029491032	True	True
1059	63	1513	440	0.799548	-0.32274344794439935	Higher in Control	0.01285	True	True	0.853137	-0.22915066125690509	Higher in Control	0.05182	False	True	0.334199	-1.5812206783560032	Higher in Control	0.005541	True	True	1.352070017099098	True	True
1060	174	6223	8828	0.644577	-0.6335753842713788	Higher in Control	0.006657	True	True	0.830502	-0.26794445242324194	Higher in Control	0.008813	True	True	0.43622	-1.19687217809679	Higher in Control	0.005541	True	True	0.928927725673548	True	True
1063	235	14464	13031	0.944156	-0.08290284352870703	Higher in Control	0.9987	False	False	0.991025	-0.013006643004263541	Higher in Control	1.0	False	False	0.805418	-0.31219037996580945	Higher in Control	0.005541	True	True	0.29918373696154593	True	True
1064	178	5416	10337	0.87048	-0.20011694374537578	Higher in Control	0.006657	True	True	0.868966	-0.20262836501799567	Higher in Control	0.008813	True	True	0.871015	-0.1992305307827698	Higher in Control	0.01095	True	True	-0.003397834235225855	True	True
1065	228	9649	16229	1.001377	0.0019852245576671293	Higher in AD	1.0	False	False	1.045319	0.06394327674469731	Higher in AD	1.0	False	False	0.974145	-0.03779156363591345	Higher in Control	0.548	False	False	0.10173484038061076	False	False
1067	478	40044	73959	0.805782	-0.31153851675352306	Higher in Control	0.006657	True	True	0.842567	-0.2471366825104132	Higher in Control	0.008813	True	True	0.796494	-0.32826460093696397	Higher in Control	0.005541	True	True	0.08112791842655076	True	True
1070	96	3525	1035	1.012762	0.01829517931013096	Higher in AD	1.0	False	False	1.052808	0.07424235687241479	Higher in AD	1.0	False	False	0.35438	-1.4966309094905101	Higher in Control	0.005541	True	True	1.570873266362925	True	True
1072	112	2467	3749	0.823034	-0.28097606446135925	Higher in Control	0.006657	True	True	0.979758	-0.029502647000467435	Higher in Control	0.2744	False	False	0.634017	-0.6574065707894228	Higher in Control	0.005541	True	True	0.6279039237889553	True	True
1073	117	3322	3464	0.623965	-0.6804629884642474	Higher in Control	0.006657	True	True	0.706819	-0.5005872733943333	Higher in Control	0.008813	True	True	0.496403	-1.0104162604987779	Higher in Control	0.005541	True	True	0.5098289871044446	True	True
1074	417	29136	57600	0.646963	-0.6282448884545633	Higher in Control	0.006657	True	True	0.648442	-0.6249505567318691	Higher in Control	0.008813	True	True	0.646542	-0.6291840029282779	Higher in Control	0.005541	True	True	0.004233446196408863	True	True
1075	696	81088	160772	0.602768	-0.7303252663171417	Higher in Control	0.006657	True	True	0.643947	-0.6349861425470262	Higher in Control	0.008813	True	True	0.595152	-0.7486699195073215	Higher in Control	0.005541	True	True	0.1136837769602953	True	True
1077	313	17238	31590	0.563171	-0.8283550493236881	Higher in Control	0.006657	True	True	0.687152	-0.5412988322476606	Higher in Control	0.008813	True	True	0.524605	-0.930696536920705	Higher in Control	0.005541	True	True	0.38939770467304435	True	True
1078	86	1520	2135	0.600036	-0.7368790350605	Higher in Control	0.006657	True	True	0.741689	-0.4311137223443994	Higher in Control	0.02961	True	True	0.569204	-0.8129822946535241	Higher in Control	0.005541	True	True	0.38186857230912474	True	True
1085	419	29197	58374	0.761348	-0.39337205756402255	Higher in Control	0.006657	True	True	0.755043	-0.4053692860519763	Higher in Control	0.008813	True	True	0.763036	-0.3901769699425503	Higher in Control	0.005541	True	True	-0.015192316109426007	True	True
1086	35	191	404	0.58605	-0.7709043386446203	Higher in Control	0.006657	True	True	0.560632	-0.8348740013843567	Higher in Control	0.01623	True	True	0.592916	-0.754100366115121	Higher in Control	0.005541	True	True	-0.08077363526923576	True	True
1088	586	57534	113871	0.768728	-0.3794548770213764	Higher in Control	0.006657	True	True	0.797201	-0.32698457500876554	Higher in Control	0.008813	True	True	0.76206	-0.3920235036061782	Higher in Control	0.005541	True	True	0.06503892859741267	True	True
1091	155	4693	7242	0.68371	-0.5485435684295991	Higher in Control	0.006657	True	True	0.831657	-0.26593945405614955	Higher in Control	0.08477	False	True	0.572896	-0.8036548300799143	Higher in Control	0.005541	True	True	0.5377153760237647	True	True
1095	486	39424	78431	0.628623	-0.6697330365927229	Higher in Control	0.006657	True	True	0.724468	-0.46500612803253216	Higher in Control	0.008813	True	True	0.610475	-0.7119958793053516	Higher in Control	0.005541	True	True	0.2469897512728194	True	True
1096	30	166	269	0.501022	-0.9970541409797544	Higher in Control	0.006657	True	True	0.579814	-0.7863379262229151	Higher in Control	0.145	False	False	0.48634	-1.0399628411095918	Higher in Control	0.005541	True	True	0.2536249148866767	True	True
1097	492	40423	80363	0.531193	-0.9126919597458731	Higher in Control	0.006657	True	True	0.630939	-0.6644275645631302	Higher in Control	0.008813	True	True	0.511482	-0.9672446251370335	Higher in Control	0.005541	True	True	0.30281706057390323	True	True
1106	397	26790	51816	0.572139	-0.8055624054903868	Higher in Control	0.006657	True	True	0.71619	-0.48158572011489054	Higher in Control	0.008813	True	True	0.542583	-0.8820842485206384	Higher in Control	0.005541	True	True	0.40049852840574784	True	True
1110	460	35729	69841	0.455305	-1.1350947922717474	Higher in Control	0.006657	True	True	0.562625	-0.8297544352765355	Higher in Control	0.008813	True	True	0.427721	-1.2252580533216917	Higher in Control	0.005541	True	True	0.3955036180451562	True	True
1112	473	40964	70664	0.417095	-1.2615520771182451	Higher in Control	0.006657	True	True	0.573778	-0.8014354420463329	Higher in Control	0.008813	True	True	0.35772	-1.4830973137244867	Higher in Control	0.005541	True	True	0.6816618716781538	True	True
1115	279	12910	25871	0.59859	-0.7403599174060361	Higher in Control	0.006657	True	True	0.872245	-0.1971946724543899	Higher in Control	0.008813	True	True	0.437828	-1.1915638741066692	Higher in Control	0.005541	True	True	0.9943692016522793	True	True
1116	399	27433	51968	0.730211	-0.45361469299224494	Higher in Control	0.006657	True	True	0.918127	-0.12323436652334435	Higher in Control	0.008813	True	True	0.664344	-0.5899976265348097	Higher in Control	0.005541	True	True	0.46676326001146534	True	True
1117	194	6362	12359	0.829607	-0.2695000276134171	Higher in Control	0.006657	True	True	1.044549	0.06288017110189854	Higher in AD	1.0	False	False	0.775686	-0.36645533154661775	Higher in Control	0.005541	True	True	0.4293355026485163	True	True
1120	507	42712	85559	0.58573	-0.7716923063937899	Higher in Control	0.006657	True	True	0.77198	-0.37336462339734783	Higher in Control	0.008813	True	True	0.550324	-0.8616468479464785	Higher in Control	0.005541	True	True	0.4882822245491307	True	True
1127	57	1336	260	0.73918	-0.43600237261819225	Higher in Control	0.006657	True	True	0.78133	-0.355996085816449	Higher in Control	0.01623	True	True	0.217465	-2.2011448704300376	Higher in Control	0.005541	True	True	1.8451487846135886	True	True
1128	36	471	159	0.638751	-0.6466744502164983	Higher in Control	0.006657	True	True	0.719136	-0.4756634619536495	Higher in Control	0.02257	True	True	0.23414	-2.094556672304104	Higher in Control	0.005541	True	True	1.6188932103504543	True	True
1129	55	937	548	0.593075	-0.753713536007851	Higher in Control	0.006657	True	True	0.652263	-0.6164743017647105	Higher in Control	0.008813	True	True	0.332287	-1.5894982430322646	Higher in Control	0.005541	True	True	0.9730239412675541	True	True
1130	68	1682	596	0.853407	-0.2286941507136197	Higher in Control	0.01901	True	True	0.955935	-0.06501557120619832	Higher in Control	0.391	False	False	0.302101	-1.7268971352748248	Higher in Control	0.005541	True	True	1.6618815640686264	True	True
1131	99	2545	2306	0.632422	-0.661040539432006	Higher in Control	0.006657	True	True	0.775937	-0.3659885732446052	Higher in Control	0.008813	True	True	0.464689	-1.1056626007451578	Higher in Control	0.005541	True	True	0.7396740275005526	True	True
1133	138	4786	4667	0.590117	-0.7609270750137119	Higher in Control	0.006657	True	True	0.860215	-0.217230806389112	Higher in Control	0.008813	True	True	0.353811	-1.4989491927076253	Higher in Control	0.005541	True	True	1.2817183863185133	True	True
1135	155	6008	5927	0.722066	-0.4697973830922285	Higher in Control	0.006657	True	True	0.865925	-0.2076860200667297	Higher in Control	0.008813	True	True	0.640657	-0.6423759328050315	Higher in Control	0.005541	True	True	0.43468991273830176	True	True
1138	76	929	1921	0.942159	-0.08595754337790477	Higher in Control	0.203	False	False	1.110131	0.15072993053839134	Higher in AD	1.0	False	False	0.888722	-0.17019589286696757	Higher in Control	0.1064	False	False	0.3209258234053589	False	False
1139	82	1372	1949	0.511697	-0.9666383198114622	Higher in Control	0.006657	True	True	0.591625	-0.7572450779237235	Higher in Control	0.008813	True	True	0.474619	-1.0751582390729364	Higher in Control	0.005541	True	True	0.31791316114921286	True	True
1142	120	2404	4736	0.532746	-0.9084802389804211	Higher in Control	0.006657	True	True	0.68963	-0.5361055595702409	Higher in Control	0.008813	True	True	0.490177	-1.0286253029804637	Higher in Control	0.005541	True	True	0.49251974341022287	True	True
1143	81	1089	2151	0.5183	-0.9481407011647501	Higher in Control	0.006657	True	True	0.629792	-0.6670526632851586	Higher in Control	0.008813	True	True	0.474091	-1.0767640892489385	Higher in Control	0.005541	True	True	0.40971142596377996	True	True
1145	54	576	855	0.412779	-1.2765585189094084	Higher in Control	0.006657	True	True	0.687077	-0.5414563054608937	Higher in Control	0.008813	True	True	0.317409	-1.6555850591172774	Higher in Control	0.005541	True	True	1.1141287536563835	True	True
1147	73	938	1690	0.644589	-0.633548526069268	Higher in Control	0.006657	True	True	0.863374	-0.21194244734610782	Higher in Control	0.05182	False	True	0.483623	-1.0480452374035136	Higher in Control	0.005541	True	True	0.8361027900574058	True	True
1148	89	1930	1986	0.480267	-1.0580914130494072	Higher in Control	0.006657	True	True	0.620189	-0.6892201571119079	Higher in Control	0.008813	True	True	0.301829	-1.7281966669346358	Higher in Control	0.005541	True	True	1.038976509822728	True	True
1150	57	526	1070	0.537103	-0.8967293151681933	Higher in Control	0.006657	True	True	0.826143	-0.2755365704644896	Higher in Control	0.08477	False	True	0.420955	-1.24826207714617	Higher in Control	0.005541	True	True	0.9727255066816805	True	True
