ensembl_id	ensembl_base	gene_symbol
ENSG00000046651.14	ENSG00000046651	OFD1
ENSG00000046653.14	ENSG00000046653	GPM6B
ENSG00000046889.18	ENSG00000046889	PREX2
ENSG00000047056.14	ENSG00000047056	WDR37
ENSG00000047188.15	ENSG00000047188	YTHDC2
ENSG00000047230.14	ENSG00000047230	CTPS2
ENSG00000047249.17	ENSG00000047249	ATP6V1H
ENSG00000047315.15	ENSG00000047315	POLR2B
ENSG00000047346.12	ENSG00000047346	FAM214A
ENSG00000047365.11	ENSG00000047365	ARAP2
ENSG00000047410.13	ENSG00000047410	TPR
ENSG00000047457.13	ENSG00000047457	CP
ENSG00000047578.12	ENSG00000047578	KIAA0556
ENSG00000047579.19	ENSG00000047579	DTNBP1
ENSG00000047597.5	ENSG00000047597	XK
ENSG00000047617.14	ENSG00000047617	ANO2
ENSG00000047621.11	ENSG00000047621	C12orf4
ENSG00000047634.14	ENSG00000047634	SCML1
ENSG00000047644.18	ENSG00000047644	WWC3
ENSG00000047648.21	ENSG00000047648	ARHGAP6
ENSG00000047662.4	ENSG00000047662	FAM184B
ENSG00000047849.21	ENSG00000047849	MAP4
ENSG00000047932.13	ENSG00000047932	GOPC
ENSG00000047936.10	ENSG00000047936	ROS1
ENSG00000048028.11	ENSG00000048028	USP28
ENSG00000048052.21	ENSG00000048052	HDAC9
ENSG00000048140.17	ENSG00000048140	TSPAN17
ENSG00000048162.20	ENSG00000048162	NOP16
ENSG00000048342.15	ENSG00000048342	CC2D2A
ENSG00000048392.11	ENSG00000048392	RRM2B
ENSG00000048405.9	ENSG00000048405	ZNF800
ENSG00000048471.13	ENSG00000048471	SNX29
ENSG00000048540.14	ENSG00000048540	LMO3
ENSG00000048544.5	ENSG00000048544	MRPS10
ENSG00000048545.13	ENSG00000048545	GUCA1A
ENSG00000048649.13	ENSG00000048649	RSF1
ENSG00000048707.13	ENSG00000048707	VPS13D
ENSG00000048740.18	ENSG00000048740	CELF2
ENSG00000048828.16	ENSG00000048828	FAM120A
ENSG00000048991.16	ENSG00000048991	R3HDM1
ENSG00000049089.13	ENSG00000049089	COL9A2
ENSG00000049130.14	ENSG00000049130	KITLG
ENSG00000049167.13	ENSG00000049167	ERCC8
ENSG00000049192.14	ENSG00000049192	ADAMTS6
ENSG00000049239.12	ENSG00000049239	H6PD
ENSG00000049245.12	ENSG00000049245	VAMP3
ENSG00000049246.14	ENSG00000049246	PER3
ENSG00000049283.17	ENSG00000049283	EPN3
ENSG00000049323.15	ENSG00000049323	LTBP1
ENSG00000049449.8	ENSG00000049449	RCN1
ENSG00000049540.16	ENSG00000049540	ELN
ENSG00000049541.10	ENSG00000049541	RFC2
ENSG00000049618.22	ENSG00000049618	ARID1B
ENSG00000049656.13	ENSG00000049656	CLPTM1L
ENSG00000049759.17	ENSG00000049759	NEDD4L
ENSG00000049768.14	ENSG00000049768	FOXP3
ENSG00000049769.12	ENSG00000049769	PPP1R3F
ENSG00000049860.13	ENSG00000049860	HEXB
ENSG00000049883.14	ENSG00000049883	PTCD2
ENSG00000050030.13	ENSG00000050030	NEXMIF
ENSG00000050130.17	ENSG00000050130	JKAMP
ENSG00000050165.17	ENSG00000050165	DKK3
ENSG00000050327.14	ENSG00000050327	ARHGEF5
ENSG00000050393.11	ENSG00000050393	MCUR1
ENSG00000050405.13	ENSG00000050405	LIMA1
ENSG00000050426.15	ENSG00000050426	LETMD1
ENSG00000050438.16	ENSG00000050438	SLC4A8
ENSG00000050555.17	ENSG00000050555	LAMC3
ENSG00000050628.20	ENSG00000050628	PTGER3
ENSG00000050748.17	ENSG00000050748	MAPK9
ENSG00000050767.15	ENSG00000050767	COL23A1
ENSG00000050820.16	ENSG00000050820	BCAR1
ENSG00000051009.10	ENSG00000051009	FAM160A2
ENSG00000051108.14	ENSG00000051108	HERPUD1
ENSG00000051128.18	ENSG00000051128	HOMER3
ENSG00000051341.13	ENSG00000051341	POLQ
ENSG00000051382.8	ENSG00000051382	PIK3CB
ENSG00000051523.10	ENSG00000051523	CYBA
ENSG00000051596.9	ENSG00000051596	THOC3
ENSG00000051620.10	ENSG00000051620	HEBP2
ENSG00000051825.14	ENSG00000051825	MPHOSPH9
ENSG00000052126.14	ENSG00000052126	PLEKHA5
ENSG00000052723.11	ENSG00000052723	SIKE1
ENSG00000052749.13	ENSG00000052749	RRP12
ENSG00000052795.12	ENSG00000052795	FNIP2
ENSG00000052802.12	ENSG00000052802	MSMO1
ENSG00000052841.14	ENSG00000052841	TTC17
ENSG00000053108.16	ENSG00000053108	FSTL4
ENSG00000053254.15	ENSG00000053254	FOXN3
ENSG00000053328.8	ENSG00000053328	METTL24
ENSG00000053371.12	ENSG00000053371	AKR7A2
ENSG00000053372.4	ENSG00000053372	MRTO4
ENSG00000053438.8	ENSG00000053438	NNAT
ENSG00000053501.12	ENSG00000053501	USE1
ENSG00000053524.12	ENSG00000053524	MCF2L2
ENSG00000053702.14	ENSG00000053702	NRIP2
ENSG00000053747.15	ENSG00000053747	LAMA3
ENSG00000053770.11	ENSG00000053770	AP5M1
ENSG00000053900.10	ENSG00000053900	ANAPC4
ENSG00000053918.15	ENSG00000053918	KCNQ1
ENSG00000054116.11	ENSG00000054116	TRAPPC3
ENSG00000054118.13	ENSG00000054118	THRAP3
ENSG00000054148.17	ENSG00000054148	PHPT1
ENSG00000054179.11	ENSG00000054179	ENTPD2
ENSG00000054219.10	ENSG00000054219	LY75
ENSG00000054267.21	ENSG00000054267	ARID4B
ENSG00000054277.13	ENSG00000054277	OPN3
ENSG00000054282.15	ENSG00000054282	SDCCAG8
ENSG00000054356.13	ENSG00000054356	PTPRN
ENSG00000054392.12	ENSG00000054392	HHAT
ENSG00000054523.17	ENSG00000054523	KIF1B
ENSG00000054598.6	ENSG00000054598	FOXC1
ENSG00000054611.13	ENSG00000054611	TBC1D22A
ENSG00000054654.16	ENSG00000054654	SYNE2
ENSG00000054690.13	ENSG00000054690	PLEKHH1
ENSG00000054793.13	ENSG00000054793	ATP9A
ENSG00000054803.3	ENSG00000054803	CBLN4
ENSG00000054965.10	ENSG00000054965	FAM168A
ENSG00000054967.12	ENSG00000054967	RELT
ENSG00000054983.16	ENSG00000054983	GALC
ENSG00000055044.10	ENSG00000055044	NOP58
ENSG00000055070.16	ENSG00000055070	SZRD1
ENSG00000055118.14	ENSG00000055118	KCNH2
ENSG00000055130.15	ENSG00000055130	CUL1
ENSG00000055147.18	ENSG00000055147	FAM114A2
ENSG00000055163.19	ENSG00000055163	CYFIP2
ENSG00000055208.18	ENSG00000055208	TAB2
ENSG00000055211.12	ENSG00000055211	GINM1
ENSG00000055332.16	ENSG00000055332	EIF2AK2
ENSG00000055483.19	ENSG00000055483	USP36
ENSG00000055609.17	ENSG00000055609	KMT2C
ENSG00000055813.5	ENSG00000055813	CCDC85A
ENSG00000055917.15	ENSG00000055917	PUM2
ENSG00000055950.16	ENSG00000055950	MRPL43
ENSG00000055955.15	ENSG00000055955	ITIH4
ENSG00000056050.6	ENSG00000056050	HPF1
ENSG00000056097.15	ENSG00000056097	ZFR
ENSG00000056277.15	ENSG00000056277	ZNF280C
ENSG00000056487.15	ENSG00000056487	PHF21B
ENSG00000056558.10	ENSG00000056558	TRAF1
ENSG00000056586.15	ENSG00000056586	RC3H2
ENSG00000056736.9	ENSG00000056736	IL17RB
ENSG00000056972.18	ENSG00000056972	TRAF3IP2
ENSG00000056998.19	ENSG00000056998	GYG2
ENSG00000057019.15	ENSG00000057019	DCBLD2
ENSG00000057252.12	ENSG00000057252	SOAT1
ENSG00000057294.14	ENSG00000057294	PKP2
ENSG00000057468.6	ENSG00000057468	MSH4
ENSG00000057593.13	ENSG00000057593	F7
ENSG00000057608.16	ENSG00000057608	GDI2
ENSG00000057657.15	ENSG00000057657	PRDM1
ENSG00000057663.14	ENSG00000057663	ATG5
ENSG00000057704.12	ENSG00000057704	TMCC3
ENSG00000057757.9	ENSG00000057757	PITHD1
ENSG00000057935.13	ENSG00000057935	MTA3
ENSG00000058056.8	ENSG00000058056	USP13
ENSG00000058063.15	ENSG00000058063	ATP11B
ENSG00000058091.16	ENSG00000058091	CDK14
ENSG00000058262.9	ENSG00000058262	SEC61A1
ENSG00000058272.16	ENSG00000058272	PPP1R12A
ENSG00000058335.15	ENSG00000058335	RASGRF1
ENSG00000058404.19	ENSG00000058404	CAMK2B
ENSG00000058453.16	ENSG00000058453	CROCC
ENSG00000058600.15	ENSG00000058600	POLR3E
ENSG00000058668.14	ENSG00000058668	ATP2B4
ENSG00000058673.16	ENSG00000058673	ZC3H11A
ENSG00000058729.10	ENSG00000058729	RIOK2
ENSG00000058799.14	ENSG00000058799	YIPF1
ENSG00000058804.11	ENSG00000058804	NDC1
ENSG00000058866.14	ENSG00000058866	DGKG
ENSG00000059122.16	ENSG00000059122	FLYWCH1
ENSG00000059145.18	ENSG00000059145	UNKL
ENSG00000059377.16	ENSG00000059377	TBXAS1
ENSG00000059378.12	ENSG00000059378	PARP12
ENSG00000059573.8	ENSG00000059573	ALDH18A1
ENSG00000059588.9	ENSG00000059588	TARBP1
ENSG00000059691.11	ENSG00000059691	GATB
ENSG00000059728.10	ENSG00000059728	MXD1
ENSG00000059758.7	ENSG00000059758	CDK17
ENSG00000059769.19	ENSG00000059769	DNAJC25
ENSG00000059804.15	ENSG00000059804	SLC2A3
ENSG00000059915.16	ENSG00000059915	PSD
ENSG00000060069.16	ENSG00000060069	CTDP1
ENSG00000060138.12	ENSG00000060138	YBX3
ENSG00000060140.8	ENSG00000060140	STYK1
ENSG00000060237.16	ENSG00000060237	WNK1
ENSG00000060339.13	ENSG00000060339	CCAR1
ENSG00000060491.16	ENSG00000060491	OGFR
ENSG00000060558.3	ENSG00000060558	GNA15
ENSG00000060642.10	ENSG00000060642	PIGV
ENSG00000060656.19	ENSG00000060656	PTPRU
ENSG00000060688.12	ENSG00000060688	SNRNP40
ENSG00000060709.14	ENSG00000060709	RIMBP2
ENSG00000060718.20	ENSG00000060718	COL11A1
ENSG00000060749.14	ENSG00000060749	QSER1
ENSG00000060762.18	ENSG00000060762	MPC1
ENSG00000060971.17	ENSG00000060971	ACAA1
ENSG00000060982.14	ENSG00000060982	BCAT1
ENSG00000061273.17	ENSG00000061273	HDAC7
ENSG00000061337.15	ENSG00000061337	LZTS1
ENSG00000061455.10	ENSG00000061455	PRDM6
ENSG00000061656.9	ENSG00000061656	SPAG4
ENSG00000061676.14	ENSG00000061676	NCKAP1
ENSG00000061794.12	ENSG00000061794	MRPS35
ENSG00000061918.12	ENSG00000061918	GUCY1B3
ENSG00000061936.9	ENSG00000061936	SFSWAP
ENSG00000061938.17	ENSG00000061938	TNK2
ENSG00000061987.15	ENSG00000061987	MON2
ENSG00000062038.13	ENSG00000062038	CDH3
ENSG00000062096.14	ENSG00000062096	ARSF
ENSG00000062194.15	ENSG00000062194	GPBP1
ENSG00000062282.14	ENSG00000062282	DGAT2
ENSG00000062370.16	ENSG00000062370	ZNF112
ENSG00000062485.18	ENSG00000062485	CS
ENSG00000062524.15	ENSG00000062524	LTK
ENSG00000062582.13	ENSG00000062582	MRPS24
ENSG00000062598.17	ENSG00000062598	ELMO2
ENSG00000062650.18	ENSG00000062650	WAPL
ENSG00000062716.12	ENSG00000062716	VMP1
ENSG00000062725.9	ENSG00000062725	APPBP2
ENSG00000062822.12	ENSG00000062822	POLD1
ENSG00000063015.19	ENSG00000063015	SEZ6
ENSG00000063046.17	ENSG00000063046	EIF4B
ENSG00000063169.10	ENSG00000063169	BICRA
ENSG00000063176.15	ENSG00000063176	SPHK2
ENSG00000063177.12	ENSG00000063177	RPL18
ENSG00000063180.8	ENSG00000063180	CA11
ENSG00000063241.7	ENSG00000063241	ISOC2
ENSG00000063244.12	ENSG00000063244	U2AF2
ENSG00000063245.14	ENSG00000063245	EPN1
ENSG00000063322.13	ENSG00000063322	MED29
ENSG00000063438.16	ENSG00000063438	AHRR
ENSG00000063587.13	ENSG00000063587	ZNF275
ENSG00000063601.16	ENSG00000063601	MTMR1
ENSG00000063660.8	ENSG00000063660	GPC1
ENSG00000063761.15	ENSG00000063761	ADCK1
ENSG00000063854.12	ENSG00000063854	HAGH
ENSG00000063978.15	ENSG00000063978	RNF4
ENSG00000064012.21	ENSG00000064012	CASP8
ENSG00000064042.17	ENSG00000064042	LIMCH1
ENSG00000064102.14	ENSG00000064102	INTS13
ENSG00000064115.10	ENSG00000064115	TM7SF3
ENSG00000064199.6	ENSG00000064199	SPA17
ENSG00000064205.10	ENSG00000064205	WISP2
ENSG00000064225.12	ENSG00000064225	ST3GAL6
ENSG00000064270.12	ENSG00000064270	ATP2C2
ENSG00000064300.8	ENSG00000064300	NGFR
ENSG00000064309.14	ENSG00000064309	CDON
ENSG00000064313.11	ENSG00000064313	TAF2
ENSG00000064393.15	ENSG00000064393	HIPK2
ENSG00000064419.13	ENSG00000064419	TNPO3
ENSG00000064489.22	ENSG00000064489	BORCS8-MEF2B
ENSG00000064490.13	ENSG00000064490	RFXANK
ENSG00000064545.14	ENSG00000064545	TMEM161A
ENSG00000064547.13	ENSG00000064547	LPAR2
ENSG00000064601.16	ENSG00000064601	CTSA
ENSG00000064607.16	ENSG00000064607	SUGP2
ENSG00000064651.13	ENSG00000064651	SLC12A2
ENSG00000064652.10	ENSG00000064652	SNX24
ENSG00000064655.18	ENSG00000064655	EYA2
ENSG00000064666.14	ENSG00000064666	CNN2
ENSG00000064687.12	ENSG00000064687	ABCA7
ENSG00000064692.18	ENSG00000064692	SNCAIP
ENSG00000064703.11	ENSG00000064703	DDX20
ENSG00000064726.9	ENSG00000064726	BTBD1
ENSG00000064763.10	ENSG00000064763	FAR2
ENSG00000064787.13	ENSG00000064787	BCAS1
ENSG00000064886.13	ENSG00000064886	CHI3L2
ENSG00000064932.15	ENSG00000064932	SBNO2
ENSG00000064933.17	ENSG00000064933	PMS1
ENSG00000064961.18	ENSG00000064961	HMG20B
ENSG00000064989.12	ENSG00000064989	CALCRL
ENSG00000064995.16	ENSG00000064995	TAF11
ENSG00000064999.13	ENSG00000064999	ANKS1A
ENSG00000065000.15	ENSG00000065000	AP3D1
ENSG00000065029.14	ENSG00000065029	ZNF76
ENSG00000065054.13	ENSG00000065054	SLC9A3R2
ENSG00000065057.7	ENSG00000065057	NTHL1
ENSG00000065060.16	ENSG00000065060	UHRF1BP1
ENSG00000065135.10	ENSG00000065135	GNAI3
ENSG00000065150.18	ENSG00000065150	IPO5
ENSG00000065154.11	ENSG00000065154	OAT
ENSG00000065183.15	ENSG00000065183	WDR3
ENSG00000065243.19	ENSG00000065243	PKN2
ENSG00000065268.10	ENSG00000065268	WDR18
ENSG00000065308.4	ENSG00000065308	TRAM2
ENSG00000065320.8	ENSG00000065320	NTN1
ENSG00000065325.12	ENSG00000065325	GLP2R
ENSG00000065357.19	ENSG00000065357	DGKA
ENSG00000065361.14	ENSG00000065361	ERBB3
ENSG00000065413.18	ENSG00000065413	ANKRD44
ENSG00000065427.14	ENSG00000065427	KARS
ENSG00000065457.10	ENSG00000065457	ADAT1
ENSG00000065485.19	ENSG00000065485	PDIA5
ENSG00000065491.8	ENSG00000065491	TBC1D22B
ENSG00000065518.7	ENSG00000065518	NDUFB4
ENSG00000065526.10	ENSG00000065526	SPEN
ENSG00000065534.18	ENSG00000065534	MYLK
ENSG00000065548.17	ENSG00000065548	ZC3H15
ENSG00000065559.14	ENSG00000065559	MAP2K4
ENSG00000065600.12	ENSG00000065600	TMEM206
ENSG00000065609.14	ENSG00000065609	SNAP91
ENSG00000065613.13	ENSG00000065613	SLK
ENSG00000065615.13	ENSG00000065615	CYB5R4
ENSG00000065621.14	ENSG00000065621	GSTO2
ENSG00000065665.20	ENSG00000065665	SEC61A2
ENSG00000065675.14	ENSG00000065675	PRKCQ
ENSG00000065717.14	ENSG00000065717	TLE2
ENSG00000065802.11	ENSG00000065802	ASB1
ENSG00000065809.13	ENSG00000065809	FAM107B
ENSG00000065833.8	ENSG00000065833	ME1
ENSG00000065882.15	ENSG00000065882	TBC1D1
ENSG00000065883.14	ENSG00000065883	CDK13
ENSG00000065911.11	ENSG00000065911	MTHFD2
ENSG00000065923.9	ENSG00000065923	SLC9A7
ENSG00000065970.8	ENSG00000065970	FOXJ2
ENSG00000065978.18	ENSG00000065978	YBX1
ENSG00000065989.15	ENSG00000065989	PDE4A
ENSG00000066027.11	ENSG00000066027	PPP2R5A
ENSG00000066032.18	ENSG00000066032	CTNNA2
ENSG00000066044.14	ENSG00000066044	ELAVL1
ENSG00000066056.13	ENSG00000066056	TIE1
ENSG00000066084.12	ENSG00000066084	DIP2B
ENSG00000066117.14	ENSG00000066117	SMARCD1
ENSG00000066135.12	ENSG00000066135	KDM4A
ENSG00000066136.20	ENSG00000066136	NFYC
ENSG00000066185.12	ENSG00000066185	ZMYND12
ENSG00000066248.14	ENSG00000066248	NGEF
ENSG00000066294.14	ENSG00000066294	CD84
ENSG00000066322.14	ENSG00000066322	ELOVL1
ENSG00000066336.11	ENSG00000066336	SPI1
ENSG00000066379.14	ENSG00000066379	ZNRD1
ENSG00000066382.16	ENSG00000066382	MPPED2
ENSG00000066422.4	ENSG00000066422	ZBTB11
ENSG00000066427.21	ENSG00000066427	ATXN3
ENSG00000066455.12	ENSG00000066455	GOLGA5
ENSG00000066468.22	ENSG00000066468	FGFR2
ENSG00000066557.5	ENSG00000066557	LRRC40
ENSG00000066583.11	ENSG00000066583	ISOC1
ENSG00000066629.16	ENSG00000066629	EML1
ENSG00000066651.18	ENSG00000066651	TRMT11
ENSG00000066654.13	ENSG00000066654	THUMPD1
ENSG00000066697.14	ENSG00000066697	MSANTD3
ENSG00000066735.14	ENSG00000066735	KIF26A
ENSG00000066739.11	ENSG00000066739	ATG2B
ENSG00000066777.8	ENSG00000066777	ARFGEF1
ENSG00000066827.15	ENSG00000066827	ZFAT
ENSG00000066855.15	ENSG00000066855	MTFR1
ENSG00000066923.17	ENSG00000066923	STAG3
ENSG00000066926.10	ENSG00000066926	FECH
ENSG00000066933.15	ENSG00000066933	MYO9A
ENSG00000067057.16	ENSG00000067057	PFKP
ENSG00000067064.10	ENSG00000067064	IDI1
ENSG00000067066.16	ENSG00000067066	SP100
ENSG00000067082.14	ENSG00000067082	KLF6
ENSG00000067113.16	ENSG00000067113	PLPP1
ENSG00000067141.16	ENSG00000067141	NEO1
ENSG00000067167.7	ENSG00000067167	TRAM1
ENSG00000067177.14	ENSG00000067177	PHKA1
ENSG00000067182.7	ENSG00000067182	TNFRSF1A
ENSG00000067191.15	ENSG00000067191	CACNB1
ENSG00000067208.14	ENSG00000067208	EVI5
ENSG00000067221.13	ENSG00000067221	STOML1
ENSG00000067225.17	ENSG00000067225	PKM
ENSG00000067248.9	ENSG00000067248	DHX29
ENSG00000067334.13	ENSG00000067334	DNTTIP2
ENSG00000067365.14	ENSG00000067365	METTL22
ENSG00000067369.13	ENSG00000067369	TP53BP1
ENSG00000067445.20	ENSG00000067445	TRO
ENSG00000067533.5	ENSG00000067533	RRP15
ENSG00000067560.10	ENSG00000067560	RHOA
ENSG00000067596.10	ENSG00000067596	DHX8
ENSG00000067601.7	ENSG00000067601	PMS2P4
ENSG00000067606.16	ENSG00000067606	PRKCZ
ENSG00000067704.9	ENSG00000067704	IARS2
ENSG00000067715.13	ENSG00000067715	SYT1
ENSG00000067798.14	ENSG00000067798	NAV3
ENSG00000067829.18	ENSG00000067829	IDH3G
ENSG00000067836.12	ENSG00000067836	ROGDI
ENSG00000067840.12	ENSG00000067840	PDZD4
ENSG00000067842.17	ENSG00000067842	ATP2B3
ENSG00000067900.7	ENSG00000067900	ROCK1
ENSG00000067955.13	ENSG00000067955	CBFB
ENSG00000067992.12	ENSG00000067992	PDK3
ENSG00000068001.13	ENSG00000068001	HYAL2
ENSG00000068024.16	ENSG00000068024	HDAC4
ENSG00000068028.17	ENSG00000068028	RASSF1
ENSG00000068078.17	ENSG00000068078	FGFR3
ENSG00000068079.7	ENSG00000068079	IFI35
ENSG00000068097.14	ENSG00000068097	HEATR6
ENSG00000068120.14	ENSG00000068120	COASY
ENSG00000068137.14	ENSG00000068137	PLEKHH3
ENSG00000068305.17	ENSG00000068305	MEF2A
ENSG00000068308.13	ENSG00000068308	OTUD5
ENSG00000068323.16	ENSG00000068323	TFE3
ENSG00000068354.15	ENSG00000068354	TBC1D25
ENSG00000068366.19	ENSG00000068366	ACSL4
ENSG00000068383.18	ENSG00000068383	INPP5A
ENSG00000068394.10	ENSG00000068394	GPKOW
ENSG00000068400.13	ENSG00000068400	GRIPAP1
ENSG00000068438.14	ENSG00000068438	FTSJ1
ENSG00000068489.12	ENSG00000068489	PRR11
ENSG00000068615.17	ENSG00000068615	REEP1
ENSG00000068650.18	ENSG00000068650	ATP11A
ENSG00000068654.15	ENSG00000068654	POLR1A
ENSG00000068697.6	ENSG00000068697	LAPTM4A
ENSG00000068724.15	ENSG00000068724	TTC7A
ENSG00000068745.14	ENSG00000068745	IP6K2
ENSG00000068784.12	ENSG00000068784	SRBD1
ENSG00000068796.16	ENSG00000068796	KIF2A
ENSG00000068831.18	ENSG00000068831	RASGRP2
ENSG00000068878.14	ENSG00000068878	PSME4
ENSG00000068885.14	ENSG00000068885	IFT80
ENSG00000068903.19	ENSG00000068903	SIRT2
ENSG00000068912.13	ENSG00000068912	ERLEC1
ENSG00000068971.13	ENSG00000068971	PPP2R5B
ENSG00000068976.13	ENSG00000068976	PYGM
ENSG00000069020.18	ENSG00000069020	MAST4
ENSG00000069122.18	ENSG00000069122	ADGRF5
ENSG00000069188.16	ENSG00000069188	SDK2
ENSG00000069248.11	ENSG00000069248	NUP133
ENSG00000069275.12	ENSG00000069275	NUCKS1
ENSG00000069329.16	ENSG00000069329	VPS35
ENSG00000069345.11	ENSG00000069345	DNAJA2
ENSG00000069399.14	ENSG00000069399	BCL3
ENSG00000069424.14	ENSG00000069424	KCNAB2
ENSG00000069431.11	ENSG00000069431	ABCC9
ENSG00000069493.14	ENSG00000069493	CLEC2D
ENSG00000069509.5	ENSG00000069509	FUNDC1
ENSG00000069535.13	ENSG00000069535	MAOB
ENSG00000069667.15	ENSG00000069667	RORA
ENSG00000069702.10	ENSG00000069702	TGFBR3
ENSG00000069712.12	ENSG00000069712	KIAA1107
ENSG00000069849.10	ENSG00000069849	ATP1B3
ENSG00000069869.15	ENSG00000069869	NEDD4
ENSG00000069943.9	ENSG00000069943	PIGB
ENSG00000069956.11	ENSG00000069956	MAPK6
ENSG00000069966.18	ENSG00000069966	GNB5
ENSG00000069974.15	ENSG00000069974	RAB27A
ENSG00000069998.12	ENSG00000069998	HDHD5
ENSG00000070010.18	ENSG00000070010	UFD1
ENSG00000070018.8	ENSG00000070018	LRP6
ENSG00000070047.11	ENSG00000070047	PHRF1
ENSG00000070061.14	ENSG00000070061	ELP1
ENSG00000070081.15	ENSG00000070081	NUCB2
ENSG00000070087.13	ENSG00000070087	PFN2
ENSG00000070159.13	ENSG00000070159	PTPN3
ENSG00000070182.19	ENSG00000070182	SPTB
ENSG00000070190.12	ENSG00000070190	DAPP1
ENSG00000070214.15	ENSG00000070214	SLC44A1
ENSG00000070269.13	ENSG00000070269	TMEM260
ENSG00000070366.13	ENSG00000070366	SMG6
ENSG00000070367.15	ENSG00000070367	EXOC5
ENSG00000070371.15	ENSG00000070371	CLTCL1
ENSG00000070388.11	ENSG00000070388	FGF22
ENSG00000070404.9	ENSG00000070404	FSTL3
ENSG00000070413.19	ENSG00000070413	DGCR2
ENSG00000070423.17	ENSG00000070423	RNF126
ENSG00000070444.14	ENSG00000070444	MNT
ENSG00000070476.14	ENSG00000070476	ZXDC
ENSG00000070495.14	ENSG00000070495	JMJD6
ENSG00000070501.11	ENSG00000070501	POLB
ENSG00000070526.14	ENSG00000070526	ST6GALNAC1
ENSG00000070540.12	ENSG00000070540	WIPI1
ENSG00000070601.9	ENSG00000070601	FRMPD1
ENSG00000070610.14	ENSG00000070610	GBA2
ENSG00000070614.14	ENSG00000070614	NDST1
ENSG00000070669.16	ENSG00000070669	ASNS
ENSG00000070718.11	ENSG00000070718	AP3M2
ENSG00000070729.13	ENSG00000070729	CNGB1
ENSG00000070731.10	ENSG00000070731	ST6GALNAC2
ENSG00000070756.15	ENSG00000070756	PABPC1
ENSG00000070759.16	ENSG00000070759	TESK2
ENSG00000070761.7	ENSG00000070761	CFAP20
ENSG00000070770.8	ENSG00000070770	CSNK2A2
ENSG00000070778.12	ENSG00000070778	PTPN21
ENSG00000070785.16	ENSG00000070785	EIF2B3
ENSG00000070808.15	ENSG00000070808	CAMK2A
ENSG00000070814.17	ENSG00000070814	TCOF1
ENSG00000070831.15	ENSG00000070831	CDC42
ENSG00000070882.12	ENSG00000070882	OSBPL3
ENSG00000070886.11	ENSG00000070886	EPHA8
ENSG00000070950.9	ENSG00000070950	RAD18
ENSG00000070961.15	ENSG00000070961	ATP2B1
ENSG00000071051.13	ENSG00000071051	NCK2
ENSG00000071054.16	ENSG00000071054	MAP4K4
ENSG00000071073.12	ENSG00000071073	MGAT4A
ENSG00000071082.10	ENSG00000071082	RPL31
ENSG00000071127.16	ENSG00000071127	WDR1
ENSG00000071189.21	ENSG00000071189	SNX13
ENSG00000071205.11	ENSG00000071205	ARHGAP10
ENSG00000071242.11	ENSG00000071242	RPS6KA2
ENSG00000071243.15	ENSG00000071243	ING3
ENSG00000071246.10	ENSG00000071246	VASH1
ENSG00000071282.11	ENSG00000071282	LMCD1
ENSG00000071462.11	ENSG00000071462	BUD23
ENSG00000071537.13	ENSG00000071537	SEL1L
ENSG00000071539.13	ENSG00000071539	TRIP13
ENSG00000071553.16	ENSG00000071553	ATP6AP1
ENSG00000071564.14	ENSG00000071564	TCF3
ENSG00000071575.11	ENSG00000071575	TRIB2
ENSG00000071626.16	ENSG00000071626	DAZAP1
ENSG00000071655.17	ENSG00000071655	MBD3
ENSG00000071794.15	ENSG00000071794	HLTF
ENSG00000071859.14	ENSG00000071859	FAM50A
ENSG00000071889.16	ENSG00000071889	FAM3A
ENSG00000071894.16	ENSG00000071894	CPSF1
ENSG00000071967.11	ENSG00000071967	CYBRD1
ENSG00000071991.8	ENSG00000071991	CDH19
ENSG00000071994.10	ENSG00000071994	PDCD2
ENSG00000072041.16	ENSG00000072041	SLC6A15
ENSG00000072042.12	ENSG00000072042	RDH11
ENSG00000072062.13	ENSG00000072062	PRKACA
ENSG00000072071.16	ENSG00000072071	ADGRL1
ENSG00000072110.13	ENSG00000072110	ACTN1
ENSG00000072121.15	ENSG00000072121	ZFYVE26
ENSG00000072133.10	ENSG00000072133	RPS6KA6
ENSG00000072134.15	ENSG00000072134	EPN2
ENSG00000072135.12	ENSG00000072135	PTPN18
ENSG00000072163.19	ENSG00000072163	LIMS2
ENSG00000072182.12	ENSG00000072182	ASIC4
ENSG00000072195.14	ENSG00000072195	SPEG
ENSG00000072201.13	ENSG00000072201	LNX1
ENSG00000072210.18	ENSG00000072210	ALDH3A2
ENSG00000072274.12	ENSG00000072274	TFRC
ENSG00000072310.16	ENSG00000072310	SREBF1
ENSG00000072315.3	ENSG00000072315	TRPC5
ENSG00000072364.12	ENSG00000072364	AFF4
ENSG00000072401.14	ENSG00000072401	UBE2D1
ENSG00000072415.8	ENSG00000072415	MPP5
ENSG00000072422.16	ENSG00000072422	RHOBTB1
ENSG00000072501.17	ENSG00000072501	SMC1A
ENSG00000072506.12	ENSG00000072506	HSD17B10
ENSG00000072518.20	ENSG00000072518	MARK2
ENSG00000072609.17	ENSG00000072609	CHFR
ENSG00000072657.8	ENSG00000072657	TRHDE
ENSG00000072682.18	ENSG00000072682	P4HA2
ENSG00000072694.20	ENSG00000072694	FCGR2B
ENSG00000072736.18	ENSG00000072736	NFATC3
